name,address,City,State,zip,phone,url,types,closed,lat,long,scraped_for_emails,phase1_success,phase2_success,
Cupid's Corner,"20 US-92, DeBary", DeBary,FL,32713,(386) 668-2700,http://www.cupidscorner.com/,"[""store"",""point_of_interest"",""establishment""]",,28.8888858,-81.307448,X,#N/A,cupidscorner.com,
Flashback Toys & Collectibles,"201 E Plumb Ln # B, Reno", Reno,NV,89502,(775) 348-8697,http://www.renodiecast.com/,"[""store"",""point_of_interest"",""establishment""]",,39.5066879,-119.8017501,X,#N/A,renodiecast.com,
Fat Brain Toys Offices,"20516 Nicholas Cir, Elkhorn", Elkhorn,NE,68022,(402) 779-3181,http://www.fatbraintoys.com/,"[""store"",""point_of_interest"",""establishment""]",,41.269413,-96.238687,X,#N/A,fatbraintoys.com,
Books Comics & Things,"2212 Maplecrest Rd, Fort Wayne", Fort Wayne,IN,46815,(260) 493-6116,http://www.bctcomics.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,41.0992397,-85.0597941,X,#N/A,bctcomics.com,
Acme Books & Comics,"2218 W Glen Ave, Peoria", Peoria,IL,61614,(309) 691-9816,http://www.acmecomicspeoria.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,40.7467704,-89.6276116,X,#N/A,acmecomicspeoria.com,
Learning Treasures,"223 S Pete Ellis Dr, Bloomington", Bloomington,IN,47408,(812) 332-6777,http://ltreasures.com/,"[""store"",""point_of_interest"",""establishment""]",,39.165802,-86.4942253,X,#N/A,ltreasures.com,
Kent Teaching & Toys,"225 W Meeker St, Kent", Kent,WA,98042,(253) 852-0383,http://www.kentteachingandtoys.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,47.3817711,-122.2346869,X,#N/A,kentteachingandtoys.com,
Braylees,"228 S 1st St, Union City", Union City,TN,38261,(731) 335-6650,http://www.braylees.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,36.423386,-89.05704,X,#N/A,braylees.com,
Big Country Farm Toys,"228 S 40th St, Springdale", Springdale,AR,72762,(888) 801-4391,http://www.farmandranchtoys.com/,"[""food"",""store"",""point_of_interest"",""establishment""]",,36.184167,-94.175746,X,#N/A,farmandranchtoys.com,
Boo Radley's,"232 N Howard St, Spokane", Spokane,WA,99201,(509) 456-7479,http://experiencespokane.com/booradleys/,"[""store"",""point_of_interest"",""establishment""]",,47.6599243,-117.4208418,X,#N/A,experiencespokane.combooradleys,
William's Fun Smart Toys,"2356 Ingleside Ave, Macon", Macon,GA,31204,(478) 750-7519,http://funsmarttoys.com/,"[""store"",""point_of_interest"",""establishment""]",,32.853739,-83.656055,X,toylady@funsmarttoys.com,funsmarttoys.com,
Southerland Station,"2362 Whitesburg Dr S, Huntsville", Huntsville,AL,35801,(256) 533-4720,http://southerlandstation.com/,"[""store"",""point_of_interest"",""establishment""]",,34.7120526,-86.5745213,X,#N/A,southerlandstation.com,
"Trains, Toys & Hobbies","2505B Philadelphia Pike, Claymont", Claymont,DE,19703,(302) 478-7733,http://www.trainstoysandhobbies.com/,"[""store"",""point_of_interest"",""establishment""]",,39.7924975,-75.4703269,X,#N/A,trainstoysandhobbies.com,
aGreatLife,"25883 N Park Ave a242271, Elkhart", Elkhart,IN,46514,(646) 583-2538,http://agreatlifebrand.com/,"[""store"",""point_of_interest"",""establishment""]",,41.71199,-85.964693,X,#N/A,agreatlifebrand.com,
Somos Media & Gallery,"262 Main St, Salinas", Salinas,CA,93901,(831) 422-9200,http://www.somosmedia.net/,"[""art_gallery"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.6740491,-121.655132,X,#N/A,somosmedia.net,
Fred Miller's - Since 1919,"2808 Nederland Ave, Nederland", Nederland,TX,77627,(409) 724-1208,http://www.fredmillers.com/,"[""store"",""point_of_interest"",""establishment""]",,29.9639677,-94.0015654,X,fmillersned@gmail.com,fredmillers.com,
Melodi's Belles & Beaus,"2811 Johnston Street, Lafayette", Lafayette,LA,70503,(337) 234-7171,http://www.melodisbellesandbeaus.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.2059923,-92.0390923,X,#N/A,melodisbellesandbeaus.com,
Store Your Toys,"2922 Alouette Dr, Grand Prairie", Grand Prairie,TX,75052,(817) 529-1972,http://www.storeyourtoys.com/,"[""storage"",""store"",""point_of_interest"",""establishment""]",,32.703261,-97.0567708,X,#N/A,storeyourtoys.com,
Stuffed Safari,"2951 Stanton St, Springfield", Springfield,IL,62703,(217) 641-3104,http://www.stuffedsafari.com/,"[""store"",""point_of_interest"",""establishment""]",,39.763166,-89.624665,X,#N/A,stuffedsafari.com,
Kohl's Joplin,"301 Geneva Ave, Joplin", Joplin,MO,64801,(417) 206-0356,http://www.kohls.com/stores/mo/joplin-182.shtml?utm_source=google&utm_medium=organic&utm_campaign=local,"[""department_store"",""store"",""point_of_interest"",""establishment""]",,37.0871734,-94.4732314,X,#N/A,kohls.comstoresmojoplin-182.shtml?utm_source=google&utm_medium=organic&utm_campaign=local,
Innisfree Bookshop,"312 Daniel Webster Hwy, Meredith", Meredith,NH,3253,(603) 279-3905,http://millfalls.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,43.6573882,-71.5003287,X,info@millfalls.com,millfalls.com,
White Horse Toys,"317 NW Gilman Blvd #13, Issaquah", Issaquah,WA,98027,(425) 391-1498,http://www.whitehorsetoys.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,47.539931,-122.040254,X,#N/A,whitehorsetoys.com,
Dilly Dally's Toy Store,"3301 S Market St #103, Rogers", Rogers,AR,72758,(479) 273-5557,http://www.dillydallys.com/,"[""store"",""point_of_interest"",""establishment""]",,36.3060582,-94.1877262,X,#N/A,dillydallys.com,
HobbyTown USA - Fort Collins,"3500 S College Ave, Fort Collins", Fort Collins,CO,80525,(970) 818-5952,http://www.hobbytown.com/Fort_Collins-CO,"[""store"",""point_of_interest"",""establishment""]",,40.539105,-105.075262,X,#N/A,hobbytown.comFort_Collins-CO,
G R Doodlebug,"3626 Blackhawk Plaza Cir, Danville", Danville,CA,94506,(925) 736-1800,http://www.grdoodlebug.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,37.8005899,-121.9191959,X,#N/A,grdoodlebug.com,
Toy House & Baby Too,"400 N Mechanic St, Jackson", Jackson,MI,49201,(517) 787-4500,http://www.toyhouseonline.com/,"[""store"",""point_of_interest"",""establishment""]",,42.2507797,-84.4064688,X,info.toyhouse@acd.net,toyhouseonline.com,
Fly It Port ' A,"405 W Avenue G, Port Aransas", Port Aransas,TX,78373,(361) 749-4190,http://www.facebook.com/pages/Fly-It-Port-A-Kite-Shop/179299645414791,"[""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,27.8297337,-97.069819,X,#N/A,facebook.compagesFly-It-Port-A-Kite-Shop179299645414791,
"Toys""R""Us / Babies""R""Us","409 Scranton Carbondale Hwy, Scranton", Scranton,PA,18508,(570) 963-8987,http://www.toysrus.com/storeLocator/index.jsp?address=18508,"[""store"",""point_of_interest"",""establishment""]",,41.4625624,-75.6560344,X,#N/A,toysrus.comstoreLocatorindex.jsp?address=18508,
Pinwheels Toys & Games,"41 Hebron Ave, Glastonbury", Glastonbury,CT,6033,(860) 430-2954,http://www.pinwheelstoys.com/,"[""store"",""point_of_interest"",""establishment""]",,41.7128999,-72.6077507,X,#N/A,pinwheelstoys.com,
4 Leaf Toys,"416 N Fountain St, Wichita", Wichita,KS,67208,(316) 686-2082,http://www.4-leaftoys.com/,"[""store"",""point_of_interest"",""establishment""]",,37.6925,-97.288296,X,#N/A,4-leaftoys.com,
E2 Toys2Try,"426 James St, Bridgeville", Bridgeville,PA,15017,(412) 564-5033,http://www.toys2try.com/,"[""store"",""point_of_interest"",""establishment""]",,40.3563049,-80.1123612,X,#N/A,toys2try.com,
K/D EMPIRE,"433 Pyramid Way, Sparks", Sparks,NV,89431,(775) 409-3508,http://www.kdempire.com/,"[""store"",""point_of_interest"",""establishment""]",,39.5375,-119.753302,X,#N/A,kdempire.com,
Incredible Toy,"4330 3500 S, West Valley City", West Valley City,UT,84120,(801) 965-1725,http://www.incredibletoy.com/,"[""store"",""point_of_interest"",""establishment""]",,40.6970433,-111.9945483,X,#N/A,incredibletoy.com,
HABA USA,"4407 Jordan Rd, Skaneateles", Skaneateles,NY,13152,(800) 468-6873,http://www.habausa.com/,"[""store"",""point_of_interest"",""establishment""]",,42.9831192,-76.4485604,X,#N/A,habausa.com,
Father Goose's International Toys,"4524 Forsyth Rd, Macon", Macon,GA,31210,(478) 477-8538,http://www.facebook.com/fathergooseinternationaltoys/,"[""store"",""point_of_interest"",""establishment""]",,32.8715719,-83.7052268,X,#N/A,facebook.comfathergooseinternationaltoys,
Kohl's Tilton,"49 Lowes Dr, Tilton", Tilton,NH,3276,(603) 286-7071,http://www.kohls.com/stores/nh/tilton-1072.shtml?utm_source=google&utm_medium=organic&utm_campaign=local,"[""department_store"",""store"",""point_of_interest"",""establishment""]",,43.4520063,-71.58021,X,#N/A,kohls.comstoresnhtilton-1072.shtml?utm_source=google&utm_medium=organic&utm_campaign=local,
Treasure Chest II,"5 Sanger Ave, Waterville", Waterville,ME,4901,(207) 873-7411,http://www.treasurechest2.com/,"[""clothing_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,44.55675,-69.633186,X,#N/A,treasurechest2.com,
Winkie's Toys & Hobby,"520 Airport Rd, Lititz", Lititz,PA,17543,(717) 625-3661,http://www.winkies.com/,"[""store"",""point_of_interest"",""establishment""]",,40.1164753,-76.2943686,X,#N/A,winkies.com,
School Tools and Toys,"5300 Sidney Simons Blvd #7, Columbus", Columbus,GA,31904,(706) 317-2223,http://www.schooltoolsandtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,32.5167039,-84.955101,X,#N/A,schooltoolsandtoys.com,
Captain Nemo Games & Comics,"563 Higuera St, San Luis Obispo", San Luis Obispo,CA,93401,(805) 544-6366,http://www.captainnemo.biz/,"[""book_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.2773509,-120.6666117,X,#N/A,captainnemo.biz,
Groovy Toys LLC,"563 NW Mercantile Pl, Port St Lucie", Port St Lucie,FL,34986,(800) 270-5718,http://webrc.co/,"[""store"",""point_of_interest"",""establishment""]",,27.3329759,-80.409934,X,support@myfunkyplanet.com,webrc.co,
Time Bomb,"600 W Garland Ave, Spokane", Spokane,WA,99201,(509) 326-6949,http://experiencespokane.com/timebomb/,"[""store"",""point_of_interest"",""establishment""]",,47.6936469,-117.4207706,X,#N/A,experiencespokane.comtimebomb,
Cat Dancer Products,"6145 Green Valley Rd, Neenah", Neenah,WI,54956,(920) 426-4330,http://catdancer.com/,"[""store"",""point_of_interest"",""establishment""]",,44.114261,-88.519959,X,#N/A,catdancer.com,
Gigi's Fabulous Kids' Fashions & Toys,"62 Main St, Rosemary Beach", Rosemary Beach,FL,32461,(850) 231-0110,http://www.gigisfabkids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.2790733,-86.0171611,X,#N/A,gigisfabkids.com,
Joseph Saine Auctioneer,"628 Dixie Hwy, Rossford", Rossford,OH,43460,(419) 662-8697,http://www.josephsaine.com/,"[""store"",""point_of_interest"",""establishment""]",,41.6102938,-83.5587122,X,#N/A,josephsaine.com,
Crackerjacks Toys and Childrens Books,"7 S Washington St, Easton", Easton,MD,21601,(410) 822-7716,http://crackerjackstoys.com/,"[""store"",""point_of_interest"",""establishment""]",,38.7743092,-76.0763287,X,#N/A,crackerjackstoys.com,
Thee Fantasy Shoppe,"709 N Ridgewood Ave, Daytona Beach", Daytona Beach,FL,32114,(386) 252-7399,http://www.yourbigo.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,29.223817,-81.0294826,X,#N/A,yourbigo.com,
Buttonwood Books and Toys,"747 Chief Justice Cushing Hwy, Cohasset", Cohasset,MA,2025,(781) 383-2665,http://www.buttonwoodbooksandtoys.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,42.2216871,-70.8047643,X,#N/A,buttonwoodbooksandtoys.com,
Zutano Company Store,"79 Main St, Montpelier", Montpelier,VT,5602,(802) 223-2229,http://www.zutano.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,44.25986,-72.575137,X,#N/A,zutano.com,
AmericanToyBoutique.com,"813 E Hoffer St, Kokomo", Kokomo,IN,46902,(888) 263-0758,http://www.americantoyboutique.com/,"[""store"",""point_of_interest"",""establishment""]",,40.4660591,-86.1216441,X,#N/A,americantoyboutique.com,
The Retro Toy Box,"822 E Court St, Sidney", Sidney,OH,45365,,http://www.retrotoybox.com/,"[""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,40.2840128,-84.1442776,X,#N/A,retrotoybox.com,
bradleys toy repair and shop,"830 N College St, Harrodsburg", Harrodsburg,KY,40330,(859) 319-0913,http://bradleystoyrepairandshop.webs.com/apps/admin/,"[""store"",""point_of_interest"",""establishment""]",,37.7745193,-84.8452728,X,#N/A,bradleystoyrepairandshop.webs.comappsadmin,
Happy Happy Joy Joy,"955 S Virginia St #102, Reno", Reno,NV,89502,(775) 562-1113,http://www.weirdandwonderfulgifts.com/,"[""store"",""point_of_interest"",""establishment""]",,39.515554,-119.8083239,X,#N/A,weirdandwonderfulgifts.com,
Eden Secrets,"Cll Pino, Caguas, 00725, Puerto Rico", Puerto Rico,rt, Rico,(787) 390-7035,http://www.edensecrets.com/,"[""store"",""point_of_interest"",""establishment""]",,18.218162,-66.044891,X,#N/A,edensecrets.com,
Passion Parties By Lori,"Live Oak, CA", CA, O,"k, CA",(530) 844-1387,http://loriparty.yourpassionconsultant.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,0,0,X,#N/A,loriparty.yourpassionconsultant.com,
Nature's Toy Store,"Palatine, IL", IL,ti,"e, IL",(847) 794-8921,http://www.naturestoystore.com/,"[""store"",""point_of_interest"",""establishment""]",,0,0,X,#N/A,naturestoystore.com,
My Favorite Toys,"University Mall, 1237 E Main St, Carbondale", Carbondale,IL,62901,(618) 529-8697,http://www.myfavtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,37.7281659,-89.1941853,X,#N/A,myfavtoys.com,
"Cow & Lizard, LLC","Verona, WI", WI,ro,"a, WI",(608) 848-2599,http://www.cowandlizard.com/,"[""store"",""point_of_interest"",""establishment""]",,0,0,X,#N/A,cowandlizard.com,
Magic Flute,"1 Jaffrey Rd # 9, Peterborough", Peterborough,NH,3458,,http://www.magicflutechild.com/,"[""food"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.8671123,-71.9551104,X,#N/A,magicflutechild.com,
Mud Puddle Toys,"1 Pleasant St, Marblehead", Marblehead,MA,1945,(781) 631-0814,http://www.mudpuddletoys.com/,"[""store"",""point_of_interest"",""establishment""]",,42.5048177,-70.850125,X,#N/A,mudpuddletoys.com,
Bedrock City Comic Company,"102 Bay Area Blvd, Webster", Webster,TX,77598,(281) 557-2748,http://www.bedrockcity.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,29.5494258,-95.1306247,X,#N/A,bedrockcity.com,
CoolTrains Toys & Hobbies,"106 Main St, Landisville", Landisville,PA,17538,(717) 898-7119,http://www.cooltrains.com/,"[""store"",""point_of_interest"",""establishment""]",,40.1016362,-76.4274154,X,#N/A,cooltrains.com,
Toy Wars,"1084 La Mirada Ct, Vista", Vista,CA,92081,(760) 295-2752,http://toywars.com/,"[""store"",""point_of_interest"",""establishment""]",,33.152076,-117.226159,X,help@toywars.com,toywars.com,
Act II Books and Puppets,"111 Anthes Ave, Langley", Langley,WA,98260,(360) 221-4442,http://www.kidsbooksandpuppets.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,48.0402974,-122.4095691,X,#N/A,kidsbooksandpuppets.com,
Purple Earth Comics,"1115 4th Ave, Huntington", Huntington,WV,25701,(304) 697-6120,http://purpleearthcomics.com/,"[""store"",""point_of_interest"",""establishment""]",,38.4213566,-82.439815,X,purplecomicbooks@gmail.com,purpleearthcomics.com,
Toy Isle,"11382 Ocean Hwy #3, Pawleys Island", Pawleys Island,SC,29585,(843) 235-9078,http://www.toyislepawleys.com/,"[""store"",""point_of_interest"",""establishment""]",,33.449322,-79.1189914,X,#N/A,toyislepawleys.com,
Vintage Phoenix,"114 E 6th St, Bloomington", Bloomington,IN,47408,(812) 333-2930,http://www.vintagephoenixcomics.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,39.167367,-86.5328552,X,#N/A,vintagephoenixcomics.com,
Goodies Texas,"114 N Tennessee St, McKinney", McKinney,TX,75069,(972) 542-3040,http://www.goodiestexas.com/,"[""electronics_store"",""food"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,33.197742,-96.61468,X,#N/A,goodiestexas.com,
Filadelfos Toy & Hobby,"12 Main St, Kings Park", Kings Park,NY,11754,(631) 546-5334,http://www.frchobby.com/,"[""store"",""point_of_interest"",""establishment""]",,40.884298,-73.254504,X,#N/A,frchobby.com,
Celebrations â‡¢ Party â— Gifts â— Toys,"122 S Broadway Ave, Albert Lea", Albert Lea,MN,56007,(507) 373-7746,http://celebrationsalbertlea.com/,"[""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,43.649321,-93.368734,X,#N/A,celebrationsalbertlea.com,
Miniature Cottage Shop,"1260 Main St, Morro Bay", Morro Bay,CA,93442,(805) 772-7858,http://www.nationalminiaturestrust.com/,"[""store"",""point_of_interest"",""establishment""]",,35.370783,-120.849623,X,#N/A,nationalminiaturestrust.com,
Apple Core,"1301 W St Peter St, New Iberia", New Iberia,LA,70560,(337) 365-1633,http://applecore.com/,"[""store"",""point_of_interest"",""establishment""]",,30.021401,-91.834774,X,#N/A,applecore.com,
Kids' Ketch,"132 2nd St, Lewes", Lewes,DE,19958,(302) 645-8448,http://www.kidsketch.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.7752379,-75.1399016,X,#N/A,kidsketch.com,
Angry Comics,"1330 Bragg Blvd, Fayetteville", Fayetteville,NC,28301,(910) 920-0389,http://www.facebook.com/pages/Angry-Comics/499412270077295?sk=timeline&ref=page_internal,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,35.06762,-78.901738,X,#N/A,facebook.compagesAngry-Comics499412270077295?sk=timeline&ref=page_internal,
Into the Wind,"1408 Pearl St, Boulder", Boulder,CO,80302,(303) 449-5906,http://www.intothewind.com/,"[""store"",""point_of_interest"",""establishment""]",,40.0182514,-105.2769369,X,kites@intothewind.com,intothewind.com,
Playville Inc,"1505 North Highway 190, Covington", Covington,LA,70433,(985) 893-1000,http://www.playville.com/,"[""store"",""point_of_interest"",""establishment""]",,30.4514007,-90.0828986,X,#N/A,playville.com,
Big Mike's Hobbies & Toys,"1617 Pine Tree Rd, Longview", Longview,TX,75604,(903) 297-7814,http://www.bigmikeshobbies.com/,"[""store"",""point_of_interest"",""establishment""]",,32.5230974,-94.8042142,X,#N/A,bigmikeshobbies.com,
A Child's Kingdom,"1621 N Broadway Ave, Rochester", Rochester,MN,55901,(507) 289-2287,http://www.achildskingdom.com/,"[""store"",""point_of_interest"",""establishment""]",,44.0400924,-92.4637042,X,#N/A,achildskingdom.com,
Love Stuff of Auburn,"1639 S College St, Auburn", Auburn,AL,36832,(334) 887-2992,http://www.store.lovestuffonline.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.5755611,-85.4971062,X,#N/A,store.lovestuffonline.com,
Solvang Toyland,"1664 Copenhagen Dr, Solvang", Solvang,CA,93463,(805) 688-7577,http://www.solvangusa.com/,"[""store"",""point_of_interest"",""establishment""]",,34.5947707,-120.1395625,X,#N/A,solvangusa.com,
Gene's Toys & Collectibles,"1751 Madison Ave, Council Bluffs", Council Bluffs,IA,51503,(712) 322-1310,http://genestoys.com/,"[""store"",""point_of_interest"",""establishment""]",,41.2435621,-95.8264571,X,20fem324@live.com,genestoys.com,
Adam & Eve Greenfield,"18 Main St, Greenfield", Greenfield,MA,1301,(413) 774-9800,http://www.adamevewmass.com/,"[""health"",""clothing_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,42.587664,-72.608707,X,#N/A,adamevewmass.com,
The Land of Nod Outlet,"1860 W Jefferson Ave, Naperville", Naperville,IL,60540,(630) 388-4666,http://www.landofnod.com/stores/naperville-outlet/str153,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,41.7680692,-88.2008463,X,#N/A,landofnod.comstoresnaperville-outletstr153,
Wallingford Toy Works,"19 Meacham St, Wallingford", Wallingford,VT,5773,,http://woodenpuzzle.com/,"[""general_contractor"",""store"",""point_of_interest"",""establishment""]",,43.4755031,-72.976308,X,info@woodenpuzzle.com,woodenpuzzle.com,
BPCS HOBBIES,"1987 Juniper Lake Rd, West End", West End,NC,27376,(910) 215-8066,http://www.bpcshobbies.com/,"[""store"",""point_of_interest"",""establishment""]",,35.213906,-79.509418,X,#N/A,bpcshobbies.com,
High Fly Hobbies,"200 Orange Ave, Daytona Beach", Daytona Beach,FL,32114,(386) 763-4447,http://www.highflyhobbies.com/,"[""store"",""point_of_interest"",""establishment""]",,29.2077759,-81.0195421,X,#N/A,highflyhobbies.com,
Begin Again Toys,"201 Linden St #204, Fort Collins", Fort Collins,CO,80524,(970) 372-0522,http://www.beginagaintoys.com/,"[""store"",""point_of_interest"",""establishment""]",,40.5883809,-105.0753181,X,#N/A,beginagaintoys.com,
Wooster Book Co,"205 W Liberty St, Wooster", Wooster,OH,44691,(330) 262-1688,http://www.woosterbook.com/,"[""store"",""point_of_interest"",""establishment""]",,40.7980145,-81.9418757,X,#N/A,woosterbook.com,
Figpickels Toy Emporium,"210 E Sherman Ave, Coeur d'Alene", Coeur d'Alene,ID,83814,(208) 667-2800,http://www.figpickels.com/,"[""store"",""point_of_interest"",""establishment""]",,47.673269,-116.783788,X,#N/A,figpickels.com,
World's Coolest Comics & Collectible Toy Store,"210 Main St, Winterville", Winterville,NC,28590,(252) 221-4662,http://worldscoolestcomicbookstore.com/,"[""store"",""point_of_interest"",""establishment""]",,35.527621,-77.4029,X,#N/A,worldscoolestcomicbookstore.com,
18th Street Train Shop,"2105 W 18th St, Fayetteville", Fayetteville,AR,72701,(479) 521-2091,http://m.facebook.com/18th-Street-Station-Train-Shop-134494579935968/,"[""store"",""point_of_interest"",""establishment""]",,36.0449623,-94.1897847,X,#N/A,m.facebook.com18th-Street-Station-Train-Shop-134494579935968,
Chautauqua Comics,"214 Fairmount Ave, Jamestown", Jamestown,NY,14701,(716) 664-2287,http://www.chautauquacomics.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,42.0984076,-79.2567981,X,#N/A,chautauquacomics.com,
Kohl's Visalia,"2208 S Mooney Blvd, Visalia", Visalia,CA,93277,(559) 738-8760,http://www.kohls.com/stores/ca/visalia-701.shtml?utm_source=google&utm_medium=organic&utm_campaign=local,"[""department_store"",""store"",""point_of_interest"",""establishment""]",,36.3114726,-119.3111532,X,#N/A,kohls.comstorescavisalia-701.shtml?utm_source=google&utm_medium=organic&utm_campaign=local,
Lapp's Toys & Furniture,"2220 Horseshoe Rd, Lancaster", Lancaster,PA,17601,(717) 945-5366,http://www.lappstoysandfurniture.com/,"[""store"",""point_of_interest"",""establishment""]",,40.0558502,-76.2155119,X,#N/A,lappstoysandfurniture.com,
Once Upon A Child - Lexington,"2220 Nicholasville Rd, Lexington", Lexington,KY,40503,(859) 667-1148,http://www.onceuponachildlexington.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,38.0073252,-84.5161884,X,#N/A,onceuponachildlexington.com,
Docking Bay 93,"224 Stewart Rd #115, Mt Vernon", Mt Vernon,WA,98273,(360) 428-5808,http://www.dockingbay93.com/,"[""store"",""point_of_interest"",""establishment""]",,48.4427522,-122.338616,X,#N/A,dockingbay93.com,
Zeeks Comics And Games,"2263 Washington Rd, Washington", Washington,IL,61571,(309) 717-9008,http://www.facebook.com/Zeeks-Comics-and-Games-1674971012731881/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,40.6930309,-89.4812104,X,#N/A,facebook.comZeeks-Comics-and-Games-1674971012731881,
Young Minds Toys & Games,"230 N Maple Ave #9-10, Marlton", Marlton,NJ,8053,(856) 810-1122,http://www.youngmindstoys.com/,"[""store"",""point_of_interest"",""establishment""]",,39.9146129,-74.9263689,X,#N/A,youngmindstoys.com,
Duck Worth Wearing,"232 Main St, Ames", Ames,IA,50010,(515) 233-4901,http://www.duckworthwearing.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.024969,-93.613249,X,#N/A,duckworthwearing.com,
"Once Upon A Child - Salem, OR","2385 Lancaster Dr NE, Salem", Salem,OR,97305,(503) 362-2229,http://onceuponachildsalem.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,44.957585,-122.984733,X,#N/A,onceuponachildsalem.com,
Mockingbird,"240 NW Broad St, Southern Pines", Southern Pines,NC,28387,(910) 692-5338,http://mockingbirdonbroad.com/,"[""jewelry_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.1751886,-79.3904368,X,#N/A,mockingbirdonbroad.com,
Sportsman's Toy Store,"2551 Hwy 70 East, New Bern", New Bern,NC,28562,(252) 638-5600,http://www.sportsmanstoystore.com/,"[""store"",""point_of_interest"",""establishment""]",,35.060803,-77.021327,X,#N/A,sportsmanstoystore.com,
Collectors Ink,"2593 CA-32, Chico", Chico,CA,95973,(530) 345-0958,http://www.facebook.com/Collectors-Ink-115344328495053,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,39.7433443,-121.8869041,X,#N/A,facebook.comCollectors-Ink-115344328495053,
Growing Again Children's Resale Store,"264 Hickman Rd, Waukee", Waukee,IA,50263,(515) 987-5705,http://www.growingagainresale.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.614488,-93.8793484,X,#N/A,growingagainresale.com,
The Grasshopper Shop,"27 E Main St, Searsport", Searsport,ME,4974,(207) 548-2244,http://www.grasshoppershop.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,44.4582956,-68.9255514,X,#N/A,grasshoppershop.com,
KnT Sports Cards & Memorabilia,"287 S Yonge St, Ormond Beach", Ormond Beach,FL,32174,(386) 677-1318,http://www.facebook.com/kntsports/,"[""store"",""point_of_interest"",""establishment""]",,29.2755159,-81.0580701,X,#N/A,facebook.comkntsports,
Playtime 4 You,"2961 CA-32 #29, Chico", Chico,CA,95973,(530) 895-8463,http://playtime4you.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.7461404,-121.8953181,X,#N/A,playtime4you.com,
Fleishman's Tiny Town,"3015 Fort Bragg Rd, Fayetteville", Fayetteville,NC,28303,(910) 323-1991,http://www.visittinytown.com/,"[""shoe_store"",""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,35.0724858,-78.9276216,X,#N/A,visittinytown.com,
Viciousfun,"302 N Auburn Rd, Auburn", Auburn,MI,48611,(989) 415-1399,http://www.viciousfun.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,43.6059783,-84.0691984,X,#N/A,viciousfun.com,
Once Upon A Child - Davenport,"3020 E 53rd St, Davenport", Davenport,IA,52807,(563) 359-3770,http://www.onceuponachilddavenport.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.5755299,-90.5294465,X,#N/A,onceuponachilddavenport.com,
Toys for Thought,"310 3rd St, Lakewood", Lakewood,NJ,8701,(732) 363-4009,http://www.toysforthought.com/,"[""store"",""point_of_interest"",""establishment""]",,40.0928026,-74.2153243,X,#N/A,toysforthought.com,
