name,address,City,State,zip,phone,url,Types,Closed,Lat,Long,Name Count
Nature's Toy Store,"Palatine, IL", IL,ti,"e, IL",(847) 794-8921,http://www.naturestoystore.com/,"[""store"",""point_of_interest"",""establishment""]",,0,0,1
My Favorite Toys,"University Mall, 1237 E Main St, Carbondale", Carbondale,IL,62901,(618) 529-8697,http://www.myfavtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,37.7281659,-89.1941853,1
"Cow & Lizard, LLC","Verona, WI", WI,ro,"a, WI",(608) 848-2599,http://www.cowandlizard.com/,"[""store"",""point_of_interest"",""establishment""]",,0,0,1
Magic Flute,"1 Jaffrey Rd # 9, Peterborough", Peterborough,NH,03458,,http://www.magicflutechild.com/,"[""food"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.8671123,-71.9551104,1
Mud Puddle Toys,"1 Pleasant St, Marblehead", Marblehead,MA,01945,(781) 631-0814,http://www.mudpuddletoys.com/,"[""store"",""point_of_interest"",""establishment""]",,42.5048177,-70.850125,1
Bedrock City Comic Company,"102 Bay Area Blvd, Webster", Webster,TX,77598,(281) 557-2748,http://www.bedrockcity.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,29.5494258,-95.1306247,1
CoolTrains Toys & Hobbies,"106 Main St, Landisville", Landisville,PA,17538,(717) 898-7119,http://www.cooltrains.com/,"[""store"",""point_of_interest"",""establishment""]",,40.1016362,-76.4274154,1
Toy Wars,"1084 La Mirada Ct, Vista", Vista,CA,92081,(760) 295-2752,https://toywars.com/,"[""store"",""point_of_interest"",""establishment""]",,33.152076,-117.226159,1
Act II Books and Puppets,"111 Anthes Ave, Langley", Langley,WA,98260,(360) 221-4442,http://www.kidsbooksandpuppets.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,48.0402974,-122.4095691,1
Purple Earth Comics,"1115 4th Ave, Huntington", Huntington,WV,25701,(304) 697-6120,http://purpleearthcomics.com/,"[""store"",""point_of_interest"",""establishment""]",,38.4213566,-82.439815,1
Toy Isle,"11382 Ocean Hwy #3, Pawleys Island", Pawleys Island,SC,29585,(843) 235-9078,http://www.toyislepawleys.com/,"[""store"",""point_of_interest"",""establishment""]",,33.449322,-79.1189914,1
Vintage Phoenix,"114 E 6th St, Bloomington", Bloomington,IN,47408,(812) 333-2930,http://www.vintagephoenixcomics.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,39.167367,-86.5328552,1
Goodies Texas,"114 N Tennessee St, McKinney", McKinney,TX,75069,(972) 542-3040,http://www.goodiestexas.com/,"[""electronics_store"",""food"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,33.197742,-96.61468,1
Filadelfos Toy & Hobby,"12 Main St, Kings Park", Kings Park,NY,11754,(631) 546-5334,http://www.frchobby.com/,"[""store"",""point_of_interest"",""establishment""]",,40.884298,-73.254504,1
Celebrations â‡¢ Party â— Gifts â— Toys,"122 S Broadway Ave, Albert Lea", Albert Lea,MN,56007,(507) 373-7746,http://celebrationsalbertlea.com/,"[""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,43.649321,-93.368734,1
Miniature Cottage Shop,"1260 Main St, Morro Bay", Morro Bay,CA,93442,(805) 772-7858,http://www.nationalminiaturestrust.com/,"[""store"",""point_of_interest"",""establishment""]",,35.370783,-120.849623,1
Apple Core,"1301 W St Peter St, New Iberia", New Iberia,LA,70560,(337) 365-1633,http://applecore.com/,"[""store"",""point_of_interest"",""establishment""]",,30.021401,-91.834774,1
Kids' Ketch,"132 2nd St, Lewes", Lewes,DE,19958,(302) 645-8448,http://www.kidsketch.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.7752379,-75.1399016,1
Angry Comics,"1330 Bragg Blvd, Fayetteville", Fayetteville,NC,28301,(910) 920-0389,https://www.facebook.com/pages/Angry-Comics/499412270077295?sk=timeline&ref=page_internal,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,35.06762,-78.901738,1
Into the Wind,"1408 Pearl St, Boulder", Boulder,CO,80302,(303) 449-5906,http://www.intothewind.com/,"[""store"",""point_of_interest"",""establishment""]",,40.0182514,-105.2769369,1
Playville Inc,"1505 North Highway 190, Covington", Covington,LA,70433,(985) 893-1000,http://www.playville.com/,"[""store"",""point_of_interest"",""establishment""]",,30.4514007,-90.0828986,1
Big Mike's Hobbies & Toys,"1617 Pine Tree Rd, Longview", Longview,TX,75604,(903) 297-7814,http://www.bigmikeshobbies.com/,"[""store"",""point_of_interest"",""establishment""]",,32.5230974,-94.8042142,1
A Child's Kingdom,"1621 N Broadway Ave, Rochester", Rochester,MN,55901,(507) 289-2287,http://www.achildskingdom.com/,"[""store"",""point_of_interest"",""establishment""]",,44.0400924,-92.4637042,1
Love Stuff of Auburn,"1639 S College St, Auburn", Auburn,AL,36832,(334) 887-2992,http://www.store.lovestuffonline.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.5755611,-85.4971062,1
Solvang Toyland,"1664 Copenhagen Dr, Solvang", Solvang,CA,93463,(805) 688-7577,http://www.solvangusa.com/,"[""store"",""point_of_interest"",""establishment""]",,34.5947707,-120.1395625,1
Gene's Toys & Collectibles,"1751 Madison Ave, Council Bluffs", Council Bluffs,IA,51503,(712) 322-1310,http://genestoys.com/,"[""store"",""point_of_interest"",""establishment""]",,41.2435621,-95.8264571,1
Adam & Eve Greenfield,"18 Main St, Greenfield", Greenfield,MA,01301,(413) 774-9800,http://www.adamevewmass.com/,"[""health"",""clothing_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,42.587664,-72.608707,1
The Land of Nod Outlet,"1860 W Jefferson Ave, Naperville", Naperville,IL,60540,(630) 388-4666,http://www.landofnod.com/stores/naperville-outlet/str153,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,41.7680692,-88.2008463,1
Wallingford Toy Works,"19 Meacham St, Wallingford", Wallingford,VT,05773,,http://woodenpuzzle.com/,"[""general_contractor"",""store"",""point_of_interest"",""establishment""]",,43.4755031,-72.976308,1
BPCS HOBBIES,"1987 Juniper Lake Rd, West End", West End,NC,27376,(910) 215-8066,http://www.bpcshobbies.com/,"[""store"",""point_of_interest"",""establishment""]",,35.213906,-79.509418,1
High Fly Hobbies,"200 Orange Ave, Daytona Beach", Daytona Beach,FL,32114,(386) 763-4447,http://www.highflyhobbies.com/,"[""store"",""point_of_interest"",""establishment""]",,29.2077759,-81.0195421,1
Begin Again Toys,"201 Linden St #204, Fort Collins", Fort Collins,CO,80524,(970) 372-0522,http://www.beginagaintoys.com/,"[""store"",""point_of_interest"",""establishment""]",,40.5883809,-105.0753181,1
Wooster Book Co,"205 W Liberty St, Wooster", Wooster,OH,44691,(330) 262-1688,http://www.woosterbook.com/,"[""store"",""point_of_interest"",""establishment""]",,40.7980145,-81.9418757,1
Figpickels Toy Emporium,"210 E Sherman Ave, Coeur d'Alene", Coeur d'Alene,ID,83814,(208) 667-2800,http://www.figpickels.com/,"[""store"",""point_of_interest"",""establishment""]",,47.673269,-116.783788,1
World's Coolest Comics & Collectible Toy Store,"210 Main St, Winterville", Winterville,NC,28590,(252) 221-4662,http://worldscoolestcomicbookstore.com/,"[""store"",""point_of_interest"",""establishment""]",,35.527621,-77.4029,1
18th Street Train Shop,"2105 W 18th St, Fayetteville", Fayetteville,AR,72701,(479) 521-2091,https://m.facebook.com/18th-Street-Station-Train-Shop-134494579935968/,"[""store"",""point_of_interest"",""establishment""]",,36.0449623,-94.1897847,1
Chautauqua Comics,"214 Fairmount Ave, Jamestown", Jamestown,NY,14701,(716) 664-2287,http://www.chautauquacomics.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,42.0984076,-79.2567981,1
Kohl's Visalia,"2208 S Mooney Blvd, Visalia", Visalia,CA,93277,(559) 738-8760,http://www.kohls.com/stores/ca/visalia-701.shtml?utm_source=google&utm_medium=organic&utm_campaign=local,"[""department_store"",""store"",""point_of_interest"",""establishment""]",,36.3114726,-119.3111532,1
Lapp's Toys & Furniture,"2220 Horseshoe Rd, Lancaster", Lancaster,PA,17601,(717) 945-5366,http://www.lappstoysandfurniture.com/,"[""store"",""point_of_interest"",""establishment""]",,40.0558502,-76.2155119,1
Once Upon A Child - Lexington,"2220 Nicholasville Rd, Lexington", Lexington,KY,40503,(859) 667-1148,http://www.onceuponachildlexington.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,38.0073252,-84.5161884,1
Docking Bay 93,"224 Stewart Rd #115, Mt Vernon", Mt Vernon,WA,98273,(360) 428-5808,http://www.dockingbay93.com/,"[""store"",""point_of_interest"",""establishment""]",,48.4427522,-122.338616,1
Zeeks Comics And Games,"2263 Washington Rd, Washington", Washington,IL,61571,(309) 717-9008,https://www.facebook.com/Zeeks-Comics-and-Games-1674971012731881/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,40.6930309,-89.4812104,1
Young Minds Toys & Games,"230 N Maple Ave #9-10, Marlton", Marlton,NJ,08053,(856) 810-1122,http://www.youngmindstoys.com/,"[""store"",""point_of_interest"",""establishment""]",,39.9146129,-74.9263689,1
Duck Worth Wearing,"232 Main St, Ames", Ames,IA,50010,(515) 233-4901,http://www.duckworthwearing.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.024969,-93.613249,1
"Once Upon A Child - Salem, OR","2385 Lancaster Dr NE, Salem", Salem,OR,97305,(503) 362-2229,http://onceuponachildsalem.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,44.957585,-122.984733,1
Mockingbird,"240 NW Broad St, Southern Pines", Southern Pines,NC,28387,(910) 692-5338,http://mockingbirdonbroad.com/,"[""jewelry_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.1751886,-79.3904368,1
Sportsman's Toy Store,"2551 Hwy 70 East, New Bern", New Bern,NC,28562,(252) 638-5600,http://www.sportsmanstoystore.com/,"[""store"",""point_of_interest"",""establishment""]",,35.060803,-77.021327,1
Collectors Ink,"2593 CA-32, Chico", Chico,CA,95973,(530) 345-0958,https://www.facebook.com/Collectors-Ink-115344328495053,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,39.7433443,-121.8869041,1
Growing Again Children's Resale Store,"264 Hickman Rd, Waukee", Waukee,IA,50263,(515) 987-5705,http://www.growingagainresale.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.614488,-93.8793484,1
The Grasshopper Shop,"27 E Main St, Searsport", Searsport,ME,04974,(207) 548-2244,http://www.grasshoppershop.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,44.4582956,-68.9255514,1
KnT Sports Cards & Memorabilia,"287 S Yonge St, Ormond Beach", Ormond Beach,FL,32174,(386) 677-1318,https://www.facebook.com/kntsports/,"[""store"",""point_of_interest"",""establishment""]",,29.2755159,-81.0580701,1
Playtime 4 You,"2961 CA-32 #29, Chico", Chico,CA,95973,(530) 895-8463,http://playtime4you.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.7461404,-121.8953181,1
Fleishman's Tiny Town,"3015 Fort Bragg Rd, Fayetteville", Fayetteville,NC,28303,(910) 323-1991,http://www.visittinytown.com/,"[""shoe_store"",""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,35.0724858,-78.9276216,1
Viciousfun,"302 N Auburn Rd, Auburn", Auburn,MI,48611,(989) 415-1399,http://www.viciousfun.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,43.6059783,-84.0691984,1
Once Upon A Child - Davenport,"3020 E 53rd St, Davenport", Davenport,IA,52807,(563) 359-3770,http://www.onceuponachilddavenport.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.5755299,-90.5294465,1
Toys for Thought,"310 3rd St, Lakewood", Lakewood,NJ,08701,(732) 363-4009,http://www.toysforthought.com/,"[""store"",""point_of_interest"",""establishment""]",,40.0928026,-74.2153243,1
Shenanigan's Toy Emporium & Sweet Shop,"312 East Sherman Avenue, Coeur d'Alene", Coeur d'Alene,ID,83814,(208) 664-0955,http://www.shenaniganstoyemporium.com/,"[""food"",""store"",""point_of_interest"",""establishment""]",,47.6733169,-116.7820674,1
Rodman Comics,"318 S Ankeny Blvd, Ankeny", Ankeny,IA,50023,(515) 965-4592,http://www.rodmancomics.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,41.7284318,-93.6009016,1
Pinocchio's Books & Toys,"322 High St, Morgantown", Morgantown,WV,26505,(304) 296-2332,http://www.pinocchiosbooksandtoys.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,39.6299868,-79.9554935,1
Dan's Crafts & Things,"352 Empire Blvd, Rochester", Rochester,NY,14609,(585) 482-7850,http://www.danscraftsandthings.com/,"[""store"",""point_of_interest"",""establishment""]",,43.1769052,-77.5474994,1
Family Dollar #8245,"371 ME-3, South China", South China,ME,04358,(207) 480-3822,https://www.familydollar.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,44.3919366,-69.5780728,1
World 1-1,"371 Town Center E, Santa Maria", Santa Maria,CA,93454,(805) 757-9889,http://world1-1games.wix.com/gaming,"[""store"",""point_of_interest"",""establishment""]",,34.9513524,-120.4342087,1
Air Traffic,"384, North Garden, Bloomington", Bloomington,MN,55425,(952) 858-9599,http://www.airtrafficonline.com/,"[""store"",""point_of_interest"",""establishment""]",,44.855452,-93.242645,1
Kelekia Toys & Gifts,"3886 Mayberry Dr, Reno", Reno,NV,89519,(775) 453-2999,http://kelekiatoys.com/,"[""store"",""point_of_interest"",""establishment""]",,39.506261,-119.8594537,1
Land of Oz Toys,"41 E Market St, Rhinebeck", Rhinebeck,NY,12572,(845) 876-1918,http://www.landofoztoys.com/,"[""store"",""point_of_interest"",""establishment""]",,41.927314,-73.9112882,1
Altiplano,"42 Elliot St, Brattleboro", Brattleboro,VT,05301,(802) 257-1562,http://www.altiplano.com/,"[""jewelry_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.8518533,-72.5589668,1
"Lovers Playground - West Burlington, IA","421 Dry Creek Ave, West Burlington", West Burlington,IA,52655,(319) 753-5455,http://www.loversplayground.com/,"[""clothing_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,40.8174082,-91.152102,1
Frequency RC Hobby Shop,"431 W 1425 N, Layton", Layton,UT,84041,(801) 546-4266,http://www.frequencyrc.com/,"[""store"",""point_of_interest"",""establishment""]",,41.0801868,-111.9752419,1
CRAVE,"4416 Johnston St #4, Lafayette", Lafayette,LA,70503,(337) 456-7995,http://mycravestore.com/,"[""store"",""point_of_interest"",""establishment""]",,30.193363,-92.060473,1
Goodiebag Allen's Toys & Collectibles,"4522 Fredericksburg Rd, C1, Balcones Heights", Balcones Heights,TX,78201,(210) 801-4399,http://goodiebagatc.wix.com/goodiebagatc,"[""store"",""point_of_interest"",""establishment""]",,29.494463,-98.550903,1
Adventures In Learning,"4538 S Broadway Ave, Tyler", Tyler,TX,75703,(903) 509-9205,http://www.adventuresinlearning-tx.com/,"[""store"",""point_of_interest"",""establishment""]",,32.3005811,-95.2988485,1
The Bowerbird,"46 Halls Rd, Old Lyme", Old Lyme,CT,06371,(860) 434-3562,http://www.thebowerbird.com/,"[""store"",""point_of_interest"",""establishment""]",,41.323015,-72.334785,1
Once Upon A Child Waco,"4600 Franklin Ave #400, Waco", Waco,TX,76710,(254) 265-6237,http://www.onceuponachildwaco.com/,"[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,31.521747,-97.169389,1
Christy's Toy Outlet,"5005 Willows Rd, Alpine", Alpine,CA,91901,(619) 659-9898,http://www.christystoyoutlet.com/,"[""store"",""point_of_interest"",""establishment""]",,32.8407284,-116.7045635,1
Milezone Toys & Gifts,"506 N 12th St, Murray", Murray,KY,42071,(270) 761-8697,http://www.milezone.com/,"[""store"",""point_of_interest"",""establishment""]",,36.6184567,-88.3136573,1
Bears 'N Friends,"509 1st St, La Conner", La Conner,WA,98257,(360) 466-3528,http://www.bearsnfriends.com/,"[""store"",""point_of_interest"",""establishment""]",,48.3908013,-122.4967491,1
Chatham Children's Shop,"515 Main St, Chatham", Chatham,MA,02633,(508) 945-0234,http://www.chathamchildrenshop.com/,"[""store"",""point_of_interest"",""establishment""]",,41.6802344,-69.9577256,1
Kohl's Bangor,"520 Stillwater Ave, Bangor", Bangor,ME,04401,(207) 942-2565,http://www.kohls.com/stores/me/bangor-198.shtml?utm_source=google&utm_medium=organic&utm_campaign=local,"[""department_store"",""store"",""point_of_interest"",""establishment""]",,44.8299609,-68.7570969,1
Jesse's Toy Box,"53 W Main St, Gowanda", Gowanda,NY,14070,(716) 532-3196,https://www.facebook.com/Jesses-Toy-Box-87638539823/?fref=ts,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,42.4630352,-78.9370558,1
Chic & Unique Kids Boutique,"5309 Williams Dr, Corpus Christi", Corpus Christi,TX,78411,(361) 445-7677,http://www.facebook.com/pages/Chic-Unique-Kids-Boutique/342346385851026,"[""book_store"",""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,27.706659,-97.376781,1
Winterwalk Train Display & Shop,"533 Centre St, Ashland", Ashland,PA,17921,(570) 875-1529,http://winterwalktraindisplayshop.com/,"[""store"",""point_of_interest"",""establishment""]",,40.782899,-76.3400381,1
The Toy Store Inc,"5401 Haverhill Rd #109, West Palm Beach", West Palm Beach,FL,33407,(508) 237-9999,http://ttstoreinc.com/,"[""car_dealer"",""store"",""point_of_interest"",""establishment""]",,26.7545603,-80.1179143,1
Vintage Cargo Antiques,"5411 Williamson Rd, Roanoke", Roanoke,VA,24012,(540) 632-1755,http://www.vintagecargo.org/,"[""book_store"",""jewelry_store"",""finance"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,37.3232191,-79.9520885,1
Anglo Dutch Pools and Toys,"5460 Westbard Ave, Bethesda", Bethesda,MD,20816,(301) 951-0636,http://www.anglodutchpoolsandtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,38.9650184,-77.1077771,1
The Toy Box & Treasure,"5635 Dixie Hwy, Waterford Twp", Waterford Twp,MI,48329,(248) 623-5905,http://www.toyboxvideogames.com/,"[""store"",""point_of_interest"",""establishment""]",,42.7004074,-83.4011863,1
"Once Upon A Child - Northwest Spokane, WA","6005 N Division St, Spokane", Spokane,WA,99208,(509) 487-1628,http://www.onceuponachildnorthwest.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,47.7123291,-117.4115569,1
Leone's Collectibles,"612 Stone Rd, Rochester", Rochester,NY,14616,(585) 865-4260,http://www.mr-magazine.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,43.2226237,-77.6432093,1
"Flipo Group, Ltd.","613 1st St, Lasalle", Lasalle,IL,61301,(815) 223-7172,http://www.shopflipo.com/,"[""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,41.3281622,-89.0966832,1
Dollhouse Dreams,"613 Ave G, Fort Madison", Fort Madison,IA,52627,(319) 372-0599,http://www.dollhousedreams.com/,"[""store"",""point_of_interest"",""establishment""]",,40.6310313,-91.3086828,1
Comix Zone,"628 S Main St, North Syracuse", North Syracuse,NY,13212,(315) 452-1037,http://www.comixzone.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,43.1250457,-76.1415288,1
Classroom Plus,"650 Goodlette-Frank Rd, Naples", Naples,FL,34102,(239) 263-6101,http://www.classroom-plus.com/,"[""store"",""point_of_interest"",""establishment""]",,26.1553732,-81.7906557,1
Inland Octopus Toy Shop,"7 E Main St, Walla Walla", Walla Walla,WA,99362,(509) 526-0115,http://www.inlandoctopus.com/,"[""store"",""point_of_interest"",""establishment""]",,46.0670831,-118.3391653,1
Game Friendzy,"7 Ellis St, Haddonfield", Haddonfield,NJ,08033,(856) 429-1841,http://www.gamefriendzy.com/,"[""store"",""point_of_interest"",""establishment""]",,39.8973249,-75.0319211,1
Nordica,"7 Main Street Suite D, New Milford", New Milford,CT,06776,(860) 355-2034,http://www.nordicatoys.com/,"[""store"",""point_of_interest"",""establishment""]",,41.5772312,-73.4112112,1
A and A Toys,"70 Gilmore Rd, Tinmouth", Tinmouth,VT,05773,(802) 342-8605,http://aandatoys.wordpress.com/,"[""store"",""point_of_interest"",""establishment""]",,43.4324286,-73.0567592,1
Ed's Hobby Shop,"704 Main St, Myrtle Beach", Myrtle Beach,SC,29577,(843) 448-8685,http://www.edshobby.com/,"[""store"",""point_of_interest"",""establishment""]",,33.693106,-78.886523,1
Insomnia Video Game Culture & Vinyl Toys,724 W 19th St, Houston,TX,77008,(281) 440-1405,http://www.insomniavgc.com/,"[""store"",""point_of_interest"",""establishment""]",,29.802495,-95.410534,1
AC Euro Trains,"7273 Murray Dr Suite 13, Stockton", Stockton,CA,95210,(209) 222-8022,http://www.aceurotrains.com/,"[""store"",""point_of_interest"",""establishment""]",,38.016382,-121.301721,1
World's Coolest Comics and Collectibles,"736 Greenville Blvd SW #101, Greenville", Greenville,NC,27834,(252) 756-8030,http://www.worldscoolestcomicbookstore.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,35.5728397,-77.4050145,1
Greenpoint Toy Center,"738 Manhattan Ave, Brooklyn", Brooklyn,NY,11222,(718) 383-3437,http://www.greenpointtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,40.7264037,-73.9521892,1
Central Coast Trains,"7600 El Camino Real # 3, Atascadero", Atascadero,CA,93422,(805) 466-1391,http://www.centralcoasttrains.com/,"[""store"",""point_of_interest"",""establishment""]",,35.479521,-120.658137,1
Toy-N-Hobby Headquarters,"775, Geneva Ct, Geneva", Geneva,OH,44041,(440) 466-0696,http://www.toynhobbyhq.com/,"[""store"",""point_of_interest"",""establishment""]",,41.794842,-80.947024,1
Teachers' Exchange,"801 Florida Ave S, Lakeland", Lakeland,FL,33801,(863) 682-6627,http://www.teachers-exchange.com/,"[""store"",""point_of_interest"",""establishment""]",,28.034807,-81.957884,1
Grace's Toys and Dolls,"805 E Park St #3, Fort Branch", Fort Branch,IN,47648,(812) 753-3595,http://www.gracestoystore.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,38.2521496,-87.5691839,1
"Laser Pegs Ventures, LLC","8304 Consumer Cir, Sarasota", Sarasota,FL,34240,(941) 371-0909,http://www.laserpegs.com/,"[""store"",""point_of_interest"",""establishment""]",,27.3530157,-82.4012032,1
Ace Hobbies,"859 US-41, Venice", Venice,FL,34285,(941) 488-9088,http://acehobbiesvenice.com/,"[""store"",""point_of_interest"",""establishment""]",,27.0889125,-82.4288964,1
"America's Best Train, Toy & Hobby Shop","865 Maplewood Dr, Itasca", Itasca,IL,60143,(630) 467-1102,http://www.americasbesttrainshoppe.com/,"[""store"",""point_of_interest"",""establishment""]",,41.9722026,-88.0276069,1
Kids II - Bentonville,"903 SE Village Loop #1, Bentonville", Bentonville,AR,72712,(479) 464-0864,http://www.kidsii.com/,"[""store"",""point_of_interest"",""establishment""]",,36.3488839,-94.2005655,1
Galaxy Comics Games & More,"925 Clark St, Stevens Point", Stevens Point,WI,54481,(715) 544-0857,http://galaxycomicsandgames.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,44.522325,-89.5852473,1
Excitement Video,"925 Loucks Rd, York", York,PA,17404,(717) 848-9696,http://www.excitementvideo.com/,"[""movie_rental"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.9804589,-76.7546103,1
Modesto Car Toys & Auto Audio Store Inc,"926 McHenry Ave, Modesto", Modesto,CA,95350,(209) 523-8887,http://www.modesto-cartoys.com/,"[""electronics_store"",""car_repair"",""store"",""point_of_interest"",""establishment""]",,37.6565721,-120.9936324,1
Fiesta Toy Store,"Boerne, TX", TX,er,"e, TX",(210) 685-1256,http://www.fiestatoystore.com/,"[""store"",""point_of_interest"",""establishment""]",,0,0,1
Katrina's Toys,"Marysville, WA", WA,il,"e, WA",(425) 293-4656,http://www.katrinastoys.com/,"[""store"",""point_of_interest"",""establishment""]",,0,0,1
School Crossing,"Monticello Marketplace Shopping Center, 4640 Monticello Ave #11C, Williamsburg", Williamsburg,VA,23188,(757) 220-8772,http://www.school-crossing.com/,"[""store"",""point_of_interest"",""establishment""]",,37.2725827,-76.7596161,1
Toys and Company,"Myrtle Beach, SC", SC,ea,"h, SC",(843) 444-0891,http://www.toysandco.com/,"[""store"",""point_of_interest"",""establishment""]",,33.7167972,-78.8799465,1
Baby's Planet,"Ponce, Puerto Rico", Puerto Rico,rt, Rico,(787) 842-8514,http://www.babysplanet.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,18.000911,-66.597716,1
Winnie Toys,Springfield,,MO,65808,(800) 502-7749,http://www.winnietoys.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,37.1882245,-93.2621659,1
UNM CariÃ±o Toy Lending Library,"SV1, 5816 Isleta Blvd SW #110, Albuquerque", Albuquerque,NM,87105,(505) 224-5017,http://ce.unm.edu/community-services/early-childhood/carino/toy-lending-library.html,"[""library"",""store"",""point_of_interest"",""establishment""]",,34.9959121,-106.6926757,1
Big Al's Super Values,"US-1, Wiscasset", Wiscasset,ME,04578,(207) 882-6423,http://www.bigalssupervalues.com/,"[""department_store"",""clothing_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,43.9930579,-69.6867155,1
Alakazam Toys & Gifts,"100 E Main St, Charlottesville", Charlottesville,VA,22902,(434) 971-1717,http://www.alakazamtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,38.0306701,-78.4814678,1
Lucy Toys Inc,"10020 AL-9, Anniston", Anniston,AL,36207,(256) 236-5938,http://www.lucystoys.com/,"[""store"",""point_of_interest"",""establishment""]",,33.7851,-85.6866,1
Dan's Toy Shop LLC,"10033 Connell Dr, Overland Park", Overland Park,KS,66212,(913) 341-2481,http://www.danstoyshop.com/,"[""store"",""point_of_interest"",""establishment""]",,38.946075,-94.696281,1
ABC Kids,"10101 Market St, Rothschild", Rothschild,WI,54474,,http://www.abc-consign.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,44.8654758,-89.634315,1
Angotti Farm Toys & Hobbies,"104 Oak St, Wardell", Wardell,MO,63879,(573) 628-3643,http://www.angottifarmtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,36.3516304,-89.8165732,1
Giggle Monkey Toys,"104 Public Square N, Dahlonega", Dahlonega,GA,30533,(706) 867-0724,http://www.gigglemonkeytoys.com/,"[""store"",""point_of_interest"",""establishment""]",,34.5327698,-83.9854205,1
MOORE Toys & Gadgets,"107 E Front St, Wheaton", Wheaton,IL,60187,(630) 480-4285,http://mooretoys.com/,"[""store"",""point_of_interest"",""establishment""]",,41.865106,-88.1062029,1
Puzzles,"108 Front St, Lewes", Lewes,DE,19958,(302) 645-8013,http://lewespuzzles.com/,"[""store"",""point_of_interest"",""establishment""]",,38.7755359,-75.1386309,1
Finnywick's,"111 N Main St, Fairfield", Fairfield,IA,52556,(641) 472-0777,http://www.fb.com/Finnywicks,"[""store"",""point_of_interest"",""establishment""]",,41.0080162,-91.9635262,1
Moon Rabbit Toys LLC,"112 W San Francisco St, Santa Fe", Santa Fe,NM,87501,(505) 982-9373,http://www.moonrabbittoys.com/,"[""store"",""point_of_interest"",""establishment""]",,35.6871534,-105.9401707,1
Matrix Cards & Games,"1185 Hilltop Dr, Redding", Redding,CA,96003,(530) 222-1436,http://matrixcardsandgames.com/,"[""store"",""point_of_interest"",""establishment""]",,40.59077,-122.356975,1
