name,address,City,State,zip,phone,url,types,closed,lat,long,count
KYDS Children's Boutique,"200 1st St #303, Neptune Beach", Neptune Beach,FL,32266,(904) 595-5092,http://www.kyds.net/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.3234984,-81.3963183,1
Willies,"3567 St Johns Ave, Jacksonville", Jacksonville,FL,32205,(904) 384-3664,http://www.williesforkids.com/,"[""department_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.297158,-81.7038057,1
Royalty Kids Kouture,"Wichita, KS", KS,hi,"a, KS",(678) 909-9349,http://www.royaltykidskouture.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,0,0,1
Rainbow,"1042 S Oliver St, Wichita", Wichita,KS,67218,(316) 691-5168,http://www.rainbowshops.com/,"[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.6681718,-97.2795382,1
Trendy Tots,"3101 N Rock Rd #185, Wichita", Wichita,KS,67206,(316) 634-6996,http://www.trendytotsresaleshop.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,37.7401674,-97.2457666,1
Von Maur,"7700 E Kellogg Dr N, Wichita", Wichita,KS,67207,(316) 685-6100,http://vonmaur.com/,"[""department_store"",""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.6831297,-97.2461922,1
Bootyland,"1815 N 45th St #208, Seattle", Seattle,WA,98103,(206) 328-0636,http://www.bootylandkids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,47.6609221,-122.3357088,1
Mommy's Market,"52156, Albuquerque", Albuquerque,NM,87181,(505) 550-3422,http://www.mommysmarkets.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,35.197148,-106.579982,1
T.J. Maxx,"7200 Montgomery Blvd NE, Albuquerque", Albuquerque,NM,87109,(505) 881-0894,http://www.tjmaxx.com/,"[""department_store"",""jewelry_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.1299165,-106.5654369,1
Once Upon A Child Cordova,"2200 N Germantown Pkwy #12, Cordova", Cordova,TN,38016,(901) 382-3332,http://onceuponachildcordova.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.1846638,-89.791876,1
Cotton Tails Inc,"389 Perkins Extd, Memphis", Memphis,TN,38117,(901) 685-8417,http://cotton-tails.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.1202069,-89.9092796,1
Once Upon A Child Reynoldsburg,"6026 East Main Street, Reynoldsburg", Reynoldsburg,OH,43213,(614) 863-9777,http://www.onceuponachildcolumbus.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.955495,-82.836238,1
Nicole's for Children,"50 W Olentangy St, Powell", Powell,OH,43065,(614) 433-0503,http://www.nicolesforchildren.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.158203,-83.076734,1
Boy Meets Girl,"358 San Lorenzo Ave, Coral Gables", Coral Gables,FL,33146,(305) 445-9668,http://www.bmgkids.com/,"[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,25.7321338,-80.2607705,1
Mountain Moppets Children's Clothing and Baby Boutique,"2530 W Colorado Ave, Colorado Springs", Colorado Springs,CO,80904,(719) 633-5544,http://www.mountainmoppets.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.8482068,-104.8638571,1
Tantrums,"511 N Union Blvd, Colorado Springs", Colorado Springs,CO,80909,(719) 630-3271,http://www.tantrumskidsconsignment.com/,"[""store"",""point_of_interest"",""establishment""]",,38.8402288,-104.7941104,1
lululemon athletica | Shops at Briargate,"1845 Briargate Pkwy #439, Colorado Springs", Colorado Springs,CO,80920,(719) 593-2958,http://www.lululemon.com/stores/us/colorado-springs/shops-at-briargate-store,"[""shoe_store"",""gym"",""health"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.9628508,-104.79321,1
Mountain Bows & Clothes,"7060 Crazy Horse Cir, Colorado Springs", Colorado Springs,CO,80915,(719) 357-8555,http://www.mtnbows.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.8647125,-104.6980199,1
Hakuna Matata Children's Resale Boutique,"6436 U.S. 85 / 87 Suite A, Fountain", Fountain,CO,80817,(719) 231-2297,http://www.hakunamatataresale.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.7385735,-104.7347455,1
"Once Upon A Child- Maple Shade, NJ","450 S Lenola Rd, Maple Shade Township", Maple Shade Township,NJ,08052,(856) 235-5439,http://onceuponachildmapleshade.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.941708,-74.968836,1
Once Upon A Child - Antioch,"5364 Mount View Rd, Antioch", Antioch,TN,37013,(615) 731-7409,http://www.onceuponachildantioch.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.0467195,-86.648451,1
Once Upon A Child Franklin,"7090 Bakers Bridge Ave, Franklin", Franklin,TN,37067,(615) 790-8081,http://www.onceuponachildfranklintn.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.962234,-86.8143446,1
Paisley Monkey,"14417 Detroit Ave, Lakewood", Lakewood,OH,44107,(216) 221-1091,http://www.paisleymonkey.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.4852832,-81.7952788,1
Once Upon A Child - Roseville,"384 Roseville Square, Roseville", Roseville,CA,95678,(916) 774-0852,http://www.onceuponachildroseville.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,38.7452364,-121.2761484,1
Children's Orchard Minnetonka,"12953 Ridgedale Dr, Minnetonka", Minnetonka,MN,55305,(952) 232-5603,http://www.childrensorchard.com/stores/minnetonka-mn/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,44.9652263,-93.4438839,1
Cavelle Kids,"625 3rd St, Clovis", Clovis,CA,93612,(253) 970-6629,http://www.cavellekids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.8267672,-119.7015071,1
Kid Dreams,"2069 W Bullard Ave, Fresno", Fresno,CA,93711,(559) 439-4210,http://www.kiddreams1.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.8219894,-119.8282873,1
Ga Ga CHIC,"712 W Shaw Ave, Fresno", Fresno,CA,93704,(559) 226-0462,http://gagachic.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.8092086,-119.8064128,1
Kid's Foot Locker,"547 E Shaw Ave, Fresno", Fresno,CA,93710,(559) 227-8441,http://www.kidsfootlocker.com/,"[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.8062831,-119.7784749,1
Once Upon A Child Ellicott City,"D140, 10030 Baltimore National Pike, Ellicott City", Ellicott City,MD,21042,(410) 418-4707,http://onceuponachildellicottcity.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.281495,-76.856324,1
Once Upon A Child Glen Burnie,"62 Mountain Rd, Glen Burnie", Glen Burnie,MD,21061,(443) 410-3398,http://www.onceuponachildglenburnie.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.1368086,-76.5935644,1
Baby's Planet,Ponce,Err:502,Po,Ponce,(787) 842-8514,http://www.babysplanet.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,18.000911,-66.597716,1
"Doux Muah Boutique, Inc.","CARR. 155 KM. 55.8, BO. FRANQUEZ, Morovis, 00687", 00687,"s,",00687,(787) 318-7493,http://www.facebook.com/douxmuah,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.335808,-66.430563,1
Marshalls,"Av. Jes̼s T. Pi̱ero, Cayey, 00736", 00736,"y,",00736,(787) 263-0996,http://www.marshallsonline.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.1181924,-66.1425501,1
Puerto Rico Premium Outlets,"1 Premium Outlets Boulevard, 1 Premium Outlets Blvd, Barceloneta 00617", Barceloneta 00617,ta,00617,(787) 846-5300,http://www.premiumoutlets.com/outlet/puerto-rico,"[""department_store"",""jewelry_store"",""restaurant"",""food"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,18.4392433,-66.5409088,1
Carter Store,"105 Fortune Dr, Irvine", Irvine,CA,92618,(949) 727-4142,http://www.carters.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.665242,-117.7490656,1
Once Upon A Child Newark,"39644 Cedar Blvd, Newark", Newark,CA,94560,(510) 573-4530,http://onceuponachildnewark.com/,"[""book_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.521675,-121.9975646,1
"Once Upon A Child - Hamburg, NY","4271 Lake Ave, Blasdell", Blasdell,NY,14219,(716) 235-8835,http://www.onceuponachildhamburg.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,42.7949927,-78.818897,1
Once Upon A Child - Brandon,"752 W Lumsden Rd, Brandon", Brandon,FL,33511,(813) 654-8813,http://www.onceuponachildbrandon.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,27.924863,-82.295224,1
Growing Keiki,"66-051 Kamehameha Hwy, Haleiwa", Haleiwa,HI,96712,(808) 637-4544,http://thegrowingkeiki.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,21.5921149,-158.103209,1
Caterkids,"94-810 Moloalo St #125, Waipahu", Waipahu,HI,96797,(808) 845-5575,http://www.caterkids.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,21.384596,-158.004504,1
Up & Riding,"4211 Waialae Ave, Honolulu", Honolulu,HI,96816,(808) 447-9987,http://www.upandriding.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,21.2772357,-157.7869427,1
Baby Showers Hawaii,"600 Kailua Rd # 117, Kailua", Kailua,HI,96734,(808) 262-8934,http://www.babyshowershawaii.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,21.3941967,-157.7408635,1
Baby Emporium,"614 Cooke St, Honolulu", Honolulu,HI,96813,(808) 596-4868,http://www.babyemporiumhi.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,21.300153,-157.8571949,1
"Once Upon A Child - Corpus Christi, TX","1334 Airline Rd, Corpus Christi", Corpus Christi,TX,78412,(361) 993-8581,http://www.onceuponachildcorpuschristi.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,27.7066382,-97.3617956,1
Chic & Unique Kids Boutique,"5309 Williams Dr, Corpus Christi", Corpus Christi,TX,78411,(361) 445-7677,http://www.facebook.com/pages/Chic-Unique-Kids-Boutique/342346385851026,"[""book_store"",""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,27.706659,-97.376781,1
Belly & Baby and Hopscotch,"3818 S. Alameda Suite 36, Lamar Park Shopping Center, Corpus Christi", Corpus Christi,TX,78411,(361) 991-2540,http://www.bellyandbaby.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,27.743689,-97.381212,1
The Checkered Duck,"11229 Leopard St, Corpus Christi", Corpus Christi,TX,78410,(361) 242-3343,http://www.thecheckeredduck.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,27.8464592,-97.5879993,1
Once Upon A Child Newport News,"12233 Jefferson Ave #7b, Newport News", Newport News,VA,23602,(757) 968-5437,http://www.onceuponachildnewportnews.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,37.1106953,-76.4999172,1
Once Upon A Child Perrysburg,"142 E South Boundary St, Perrysburg", Perrysburg,OH,43551,(419) 874-3606,http://www.onceuponachildtoledo.com/,"[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.544595,-83.6180361,1
Sofi Stella Boutique,"15155 S Dixie Hwy, Monroe", Monroe,MI,48161,(734) 457-2392,http://www.sofistella.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.8913624,-83.4193738,1
The Baby Store Toys and More,"N, 427 Main St, Wasilla, AK", AK,il,"a, AK",(907) 376-5500,http://thebabystorealaska.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,61.5837857,-149.4422256,1
Birch Tree Baby,"Taiga Dr, Anchorage", Anchorage,AK,99516,(907) 227-5617,http://birchtreebaby.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,61.1030389,-149.8131396,1
Once Upon A Child Anchorage,"1016 W Northern Lights Blvd, Anchorage", Anchorage,AK,99503,(907) 562-8777,http://www.onceuponachildanchorage.com/,"[""department_store"",""shoe_store"",""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,61.1949608,-149.9040513,1
Tiny Ptarmigan,"3210 Denali St Suite 6, Anchorage", Anchorage,AK,99503,(907) 929-8469,http://tinyptarmigan.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,61.191289,-149.8774838,1
Adventure Apparel,"939 W 5th Ave, Anchorage", Anchorage,AK,99501,(907) 279-0039,http://www.adventureapparel.us/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,61.21806,-149.900658,1
Eddie Bauer,"320 W 5th Ave, Anchorage", Anchorage,AK,99501,(907) 279-6606,http://www.eddiebauer.com/,"[""clothing_store"",""shoe_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,61.217051,-149.888969,1
Castle House,"3435 Edwards Rd, Cincinnati", Cincinnati,OH,45208,(513) 871-2458,http://www.castlehouse.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.1389902,-84.4434961,1
Ladybug Landing,"392 Southland Dr, Lexington", Lexington,KY,40503,(859) 275-1292,http://www.ladybuglanding.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.0171314,-84.5265107,1
Animal Crackers,"3636 Brownsboro Rd, Louisville", Louisville,KY,40207,(502) 896-2339,http://www.facebook.com/animalcrackerslouisville,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.2645405,-85.6688202,1
Busy Bees Children's Boutique: Hilltop East Shopping Center,"1544 Laskin Rd, Virginia Beach", Virginia Beach,VA,23451,(757) 425-2337,http://www.hilltopshops.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.8519324,-76.0150432,1
Born Children's Boutique LLC,"3014 Zelda Rd, Montgomery", Montgomery,AL,36106,(334) 215-9140,http://www.bornboutique.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.355655,-86.265418,1
TheNameDropper/Storkland,"7107 Eastchase Pkwy, Montgomery", Montgomery,AL,36117,(334) 277-7118,http://www.namedropperkids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.3607884,-86.1672052,1
Doodle Bugs,"4670 Old US Hwy 231, Wetumpka", Wetumpka,AL,36092,(334) 514-5468,http://www.doodlebugs-kids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.5087945,-86.2120663,1
"D'Livia Boutique, LLC","1915 Mulberry St, Montgomery", Montgomery,AL,36106,(334) 265-5003,http://dliviaboutique4kids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.3606879,-86.2831042,1
Moss Famous Characters,"420 Japonica St, Montgomery", Montgomery,AL,36105,,http://www.mossfamouscharacters.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.332594,-86.3134369,1
"Once Upon A Child- Fort Wayne, IN","5315 Coldwater Rd, Fort Wayne", Fort Wayne,IN,46825,(260) 484-9993,http://www.onceuponachildfortwayne.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.1280734,-85.1394805,1
Baby Buyou Children's Boutique,"4916 Illinois Rd #104, Fort Wayne", Fort Wayne,IN,46804,(260) 459-2229,http://www.babybuyou.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.0754789,-85.2055668,1
The Spoiled Baby,"3440 McHenry Ave A6, Modesto", Modesto,CA,95350,(209) 579-2229,http://www.thespoiledbaby.com,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.6887922,-120.9926291,1
Ragamuffin,"1700 McHenry Ave #24, Modesto", Modesto,CA,95350,(209) 522-1999,http://ragamuffinmodesto.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.6687062,-120.9928478,1
Simply Irresistible Children's Boutique,"297 Commerce Ave, Manteca", Manteca,CA,95336,(209) 239-0979,http://www.simplyicb.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.7945734,-121.1956945,1
Once Upon A Child Vancouver,"11505 NE Fourth Plain Blvd D3, Vancouver", Vancouver,WA,98662,(360) 253-7742,http://www.onceuponachildvancouverwa.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,45.6647687,-122.5546315,1
Mako the Childrens Shop,"732 NW 23rd Ave, Portland", Portland,OR,97210,(503) 274-9081,https://www.facebook.com/pages/Mako-The-Childrens-Shop/143071955739684,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,45.5281931,-122.6984015,1
Shabby Girls,"12641 Rosedale Highway, Bakersfield, CA 93312, USA", USA,31,", USA",(661) 588-1881,http://www.shabbygirls.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.3833893,-119.1430731,1
Peter Pan Shop,"1608 19th St, Bakersfield", Bakersfield,CA,93301,(661) 748-1069,https://www.facebook.com/Peterpanboutique?fref=ts,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.3765545,-119.0203902,1
Spoiled Rotten Boutique & VIP Parties,"10014 Rosedale Hwy, Bakersfield", Bakersfield,CA,93312,(661) 829-2905,http://shopspoiled.com/,"[""clothing_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,35.3838086,-119.1129418,1
lululemon athletica | Bakersfield Showroom,"1931 H St, Bakersfield", Bakersfield,CA,93301,(877) 263-9300,http://www.lululemon.com/stores,"[""shoe_store"",""gym"",""health"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.377011,-119.0216329,1
Los Angeles Wholesale,"1102 Hidalgo St, Laredo", Laredo,TX,78040,(956) 723-1425,http://lasnovedadesinc.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,27.505157,-99.506685,1
Melrose Family Fashions #67,"1601 Guadalupe St, Laredo", Laredo,TX,78043,(956) 725-7139,http://melrosestore.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,27.506601,-99.480278,1
Once Upon A Time Children's Boutique,"107 Calle Del Norte Dr #15b, Laredo", Laredo,TX,78045,(956) 825-3600,http://www.onceuponchildrensboutique.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,27.5538817,-99.494205,1
Sweet Repeats Children's Resale Boutique,"7936 N Oracle Rd, Tucson", Tucson,AZ,85704,(520) 219-0675,http://www.sweetrepeatstucson.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,32.350836,-110.973133,1
Little Bird Nesting Company,"2924 E Broadway Blvd, Tucson", Tucson,AZ,85716,(520) 203-7372,http://www.littlebirdnestingco.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.2211489,-110.9284343,1
Sassy Pants Children's Boutique,"354 Lincoln Center, Stockton", Stockton,CA,95207,(209) 451-9775,http://shopsassypants.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.0118986,-121.3232643,1
Children's Orchard Westborough,"18 Lyman St, Westborough", Westborough,MA,01581,(508) 366-5437,http://www.childrensorchard.com/stores/westborough-ma/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.2815163,-71.6094522,1
Once Upon A Child - Reno,"6015 S Virginia St, Reno", Reno,NV,89502,(775) 984-5831,http://www.onceuponachildreno.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,39.4697424,-119.78763,1
Sippees New & Used Kids Clths,"955 S Virginia St, Reno", Reno,NV,89502,(775) 329-2110,http://www.sippees.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.5155567,-119.8082658,1
Ruffles & Ruffnecks,"475 N Lake Blvd, Tahoe City", Tahoe City,CA,96145,(530) 583-1128,http://www.rufflesandruffnecks.com/,"[""book_store"",""clothing_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,39.1708751,-120.1418602,1
Just Between Friends of Reno,"1350 N Wells Ave, Reno", Reno,NV,89512,(775) 291-9309,http://www.reno.jbfsale.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,39.541283,-119.80196,1
Once Upon A Child Hoover,"3718 Lorna Rd, Hoover", Hoover,AL,35216,(205) 277-0313,http://www.onceuponachildhoover.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,33.3801079,-86.8003958,1
Favorite Laundry,"100 Croft St, Birmingham", Birmingham,AL,35242,(205) 533-7861,https://www.facebook.com/pages/Favorite-Laundry-A-Childrens-Clothing-Store/284518449110,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.4080914,-86.6299384,1
Jack N' Jill Shop,"2918 18th St S, Homewood", Homewood,AL,35209,(205) 879-7681,http://jacknjillshop.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.4782878,-86.7919064,1
Hannahkate,"2776 B M Montgomery St, Birmingham", Birmingham,AL,35209,(205) 871-6320,http://hannahkateonline.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.4804325,-86.7958538,1
The Baby Station,"240 Summit Blvd #202, Birmingham", Birmingham,AL,35243,(205) 822-4364,http://www.facebook.com/babystationthe,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.4490658,-86.7313666,1
Neffies Children Shoppe,"439 Fieldstown Rd, Gardendale", Gardendale,AL,35071,(205) 631-1950,http://neffieschildrenshoppe.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.6514663,-86.8177595,1
Short N Sweet Consignments,"934 Oxmoor Rd, Birmingham", Birmingham,AL,35209,(205) 803-3289,http://www.shortnsweetconsignments.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.4739237,-86.8085979,1
Kid to Kid Cary,"430 Crossroads Blvd, Cary", Cary,NC,27518,(919) 859-4222,http://www.kidtokid.com/Cary,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.76017,-78.735715,1
"Once Upon A Child - Northwest Spokane, WA","6005 N Division St, Spokane", Spokane,WA,99208,(509) 487-1628,http://www.onceuponachildnorthwest.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,47.7123291,-117.4115569,1
Posh Baby Store,"152 S Pine St, Spokane", Spokane,WA,99202,(855) 777-1888,http://www.poshbabystore.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,47.65532,-117.410069,1
Sweet Repeat Kid's Resale Boutique,"1510 N Argonne Rd, Spokane Valley", Spokane Valley,WA,99212,(509) 891-4947,http://www.sweetrepeatboutique.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,47.6707954,-117.2821831,1
Girls Birthday Boutique Store,"152 S Pine St, Spokane", Spokane,WA,99202,(800) 234-4702,http://www.girlsbirthdayboutique.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,47.6554274,-117.4100116,1
One Good Thread,"806 W 3rd Ave, Spokane", Spokane,WA,99201,(509) 533-5437,http://www.onegoodthread.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,47.653838,-117.423952,1
M and M Apparel,"635 W Garland Ave, Spokane", Spokane,WA,99205,(509) 768-6162,http://facebook.com/mandmapparel,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,47.6931816,-117.421512,1
Once Upon A Child - Baton Rouge,"11102 Airline Hwy, Baton Rouge", Baton Rouge,LA,70816,(225) 283-1568,http://www.onceuponachildbatonrouge.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.401565,-91.05779,1
Gap Baby,"Corporate Blvd, Baton Rouge", Baton Rouge,LA,70809,,http://www.gap.com/products/baby-clothes.jsp,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.4331824,-91.1125511,1
REfinery Children's Consignment Boutique,"2834 S Sherwood Forest Blvd, Baton Rouge", Baton Rouge,LA,70816,(225) 291-8656,http://refineryconsignment.com/,"[""store"",""point_of_interest"",""establishment""]",,30.4263278,-91.0539559,1
"Once Upon A Child - Warwick, RI","1245 Bald Hill Rd, Warwick", Warwick,RI,02886,(401) 828-1392,http://www.onceuponachildwarwick.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,41.7067658,-71.4961112,1
Once Upon A Child Lincoln,"2600 S 48th St #15, Lincoln", Lincoln,NE,68506,(402) 464-4443,http://onceuponachildlincoln.com/,"[""book_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.7855445,-96.6516466,1
LilyPads,"4815 Old Cheney Rd, Lincoln", Lincoln,NE,68516,(402) 904-4506,http://www.lilypads4kids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.7547537,-96.6532973,1
Take 2 of Lincoln,"4100 N 84th St, Lincoln", Lincoln,NE,68507,,http://www.take2.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,40.853163,-96.602852,1
Kid's Stuff Superstore,"3740 N 27th St, Lincoln", Lincoln,NE,68521,(402) 466-2229,http://www.echildstore.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,40.8496531,-96.6809768,1
Belle and The Bear,"1265 S Cotner Blvd #14, Lincoln", Lincoln,NE,68510,(402) 975-2692,http://belleandthebear.com/,"[""shoe_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.8005406,-96.6508123,1
p.s. from aeropostale,"3301 E Main St, Ventura", Ventura,CA,93003,(805) 639-9350,http://www.ps4u.com/shop/index.jsp?categoryId=3534620,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,34.2678886,-119.2488575,1
Ojai Baby,"203 N Signal St, Ojai", Ojai,CA,93023,(805) 921-5353,http://www.ojaibaby.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,34.4490302,-119.2462273,1
Ruffles and Rompers Boutique,"2491B Airport Thruway, Columbus", Columbus,GA,31904,(706) 221-2064,http://www.rufflesandrompers.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.5196185,-84.9571068,1
Clothez Exchange,"4515 South Georgia Street # 112, Amarillo", Amarillo,TX,79110,(806) 352-6244,http://www.clothezexchange.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.162696,-101.864841,1
Mercedes Fun Characters & Access.,"1200 S.E. 10th Ave. A, Amarillo", Amarillo,TX,79102,(806) 341-8145,http://www.mercedesuniqueclothing.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.201305,-101.8236277,1
My Cup of Tea Baby,"2713 26th St, Lubbock", Lubbock,TX,79410,(806) 745-9253,http://mycupofteababy.com/,"[""clothing_store"",""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,33.5702566,-101.8761389,1
Cradles 2 Crayons Children's Consignment Sale,"4316 34th St, Lubbock", Lubbock,TX,79413,(806) 252-4394,http://www.cradles2crayons.net/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,33.5634615,-101.904233,1
