city,state,population,latitude,longitude,toy store (20),child toy store (20),toy store (20-w/ coords radius),"children’s clothing store (20-w/ coords, radius)","children’s clothing store (20-w/ coords, rankby)"
saint augustine,FL,12097,29.8944444,-81.3147222,,,X,,X
zephyrhills,FL,12092,28.2333333,-82.1813889,,,X,,X
mastic beach,NY,12086,40.7666667,-72.8525,,,X,,X
poquoson,VA,12086,37.1222222,-76.3461111,,,X,,X
saint helens,OR,12082,45.8641667,-122.8052778,,,X,,X
yazoo city,MS,12081,32.855,-90.4055556,,,X,,X
livingston,CA,12080,37.3869444,-120.7225,,,X,,X
berea,KY,12079,37.5686111,-84.2963889,,,X,,X
swansea,IL,12058,38.5338889,-89.9888889,,,X,,X
forestville,MD,12058,38.845,-76.8752778,,,X,,X
san german,PR,12055,18.0836111,-67.0452778,,,X,,X
valley falls,RI,12048,41.9066667,-71.3911111,,,X,,X
seven hills,OH,12046,41.3952778,-81.6763889,,,X,,X
vega alta,PR,12036,18.4141667,-66.3316667,,,X,,X
patchogue,NY,12030,40.7655556,-73.0155556,,,X,,X
stafford,CT,12029,41.9847222,-72.2894444,,,X,,X
seabrook,TX,12019,29.5638889,-95.0252778,,,X,,X
tehachapi,CA,12009,35.1322222,-118.4480556,,,X,,X
north wantagh,NY,12005,40.6933333,-73.5080556,,,X,,X
channahon,IL,11994,41.4294444,-88.2286111,,,X,,X
two rivers,WI,11985,44.1538889,-87.5691667,,,X,,X
fernley,NV,11974,39.6080556,-119.2508333,,,X,,X
beecher,MI,11971,43.09,-83.6944444,,,X,,X
east bethel,MN,11971,45.3194444,-93.2022222,,,X,,X
williston,ND,11971,48.1333333,-103.6333333,,,X,,X
coamo,PR,11941,18.0819444,-66.3583333,,,X,,X
grosse pointe park,MI,11937,42.3758333,-82.9375,,,X,,X
san anselmo,CA,11936,37.9747222,-122.5605556,,,X,,X
fulton,MO,11936,38.8466667,-91.9477778,,,X,,X
new providence,NJ,11935,40.6983333,-74.4019444,,,X,,X
hormigueros,PR,11935,18.1416667,-67.1277778,,,X,,X
olivehurst,CA,11919,39.0955556,-121.5511111,,,X,,X
brown deer,WI,11911,43.1633333,-87.9644444,,,X,,X
elizabethtown,PA,11907,40.1527778,-76.6030556,,,X,,X
mandeville,LA,11906,30.3580556,-90.0655556,,,X,,X
clemson,SC,11901,34.6833333,-82.8375,,,X,,X
somersworth,NH,11897,43.2616667,-70.8658333,,,X,,X
uniontown,PA,11878,39.9,-79.7166667,,,X,,X
kingsgate,WA,11873,47.7272222,-122.1783333,,,X,,X
lancaster,NY,11846,42.9005556,-78.6705556,,,X,,X
grafton,WI,11833,43.3197222,-87.9533333,,,X,,X
shorewood,IL,11827,41.52,-88.2016667,,,X,,X
marshall,MO,11813,39.1230556,-93.1966667,,,X,,X
jensen beach,FL,11812,27.2541667,-80.23,,,X,,X
antioch,IL,11802,42.4772222,-88.0955556,,,X,,X
north saint paul,MN,11799,45.0125,-92.9916667,,,X,,X
mountain home,AR,11798,36.3352778,-92.385,,,X,,X
fort atkinson,WI,11791,42.9288889,-88.8369444,,,X,,X
eunice,LA,11788,30.4941667,-92.4175,,,X,,X
salem,OH,11779,40.9008333,-80.8569444,,,X,,X
crestwood,MO,11771,38.5569444,-90.3816667,,,X,,X
los alamos,NM,11761,35.8880556,-106.3063889,,,X,,X
winfield,KS,11754,37.2397222,-96.9952778,,,X,,X
red bank,TN,11753,35.1122222,-85.2941667,,,X,,X
gulf gate estates,FL,11749,27.2591667,-82.5069444,,,X,,X
kettering,MD,11749,38.8844444,-76.815,,,X,,X
lynnfield,MA,11748,42.5388889,-71.0486111,,,X,,X
woodward,OK,11748,36.4336111,-99.39,,,X,,X
lexington park,MD,11746,38.2666667,-76.4541667,,,X,,X
amherst,OH,11745,41.3977778,-82.2225,,,X,,X
blue ash,OH,11744,39.2319444,-84.3783333,,,X,,X
port lavaca,TX,11743,28.6147222,-96.6258333,,,X,,X
niles,MI,11739,41.8297222,-86.2541667,,,X,,X
franklin park,PA,11737,40.5833333,-80.0880556,,,X,,X
norton,OH,11733,41.0291667,-81.6383333,,,X,,X
red bank,NJ,11730,40.3469444,-74.0647222,,,X,,X
amherst,NH,11723,42.8613889,-71.6258333,,,X,,X
los alamitos,CA,11718,33.8030556,-118.0716667,,,X,,X
carver,MA,11718,41.8833333,-70.7630556,,,X,,X
joppatowne,MD,11716,39.4577778,-76.3555556,,,X,,X
bainbridge,GA,11714,30.9036111,-84.5755556,,,X,,X
haslett,MI,11713,42.7469444,-84.4011111,,,X,,X
beachwood,OH,11699,41.4644444,-81.5088889,,,X,,X
cambridge,OH,11699,40.0311111,-81.5886111,,,X,,X
somers point,NJ,11698,39.3175,-74.595,,,X,,X
muskegon heights,MI,11689,43.2011111,-86.2388889,,,X,,X
coshocton,OH,11687,40.2719444,-81.8597222,,,X,,X
maitland,FL,11686,28.6275,-81.3633333,,,X,,X
tavares,FL,11684,28.8038889,-81.7258333,,,X,,X
weston,MA,11682,42.3666667,-71.3036111,,,X,,X
hendersonville,NC,11678,35.3186111,-82.4611111,,,X,,X
nanakuli,HI,11675,21.3905556,-158.1547222,,,X,,X
west point,MS,11674,33.6075,-88.6502778,,,X,,X
west caldwell,NJ,11672,40.8408333,-74.3022222,,,X,,X
waianae,HI,11668,21.4447222,-158.19,,,X,,X
larkspur,CA,11667,37.9341667,-122.5341667,,,X,,X
urbana,OH,11657,40.1083333,-83.7525,,,X,,X
canandaigua,NY,11655,42.8741667,-77.2883333,,,X,,X
kelso,WA,11648,46.1469444,-122.9072222,,,X,,X
fairfield,AL,11641,33.4858333,-86.9119444,,,X,,X
southern pines,NC,11640,35.1738889,-79.3925,,,X,,X
madison heights,VA,11636,37.4308333,-79.1233333,,,X,,X
north merrick,NY,11628,40.6911111,-73.5636111,,,X,,X
martinsville,IN,11617,39.4277778,-86.4283333,,,X,,X
ware,MA,11610,42.2597222,-72.2402778,,,X,,X
hasbrouck heights,NJ,11608,40.8580556,-74.0811111,,,X,,X
san sebastian,PR,11591,18.3386111,-66.9905556,,,X,,X
canyon lake,CA,11582,33.685,-117.2722222,,,X,,X
magalia,CA,11577,39.8122222,-121.5772222,,,X,,X
haddonfield,NJ,11568,39.8913889,-75.0380556,,,X,,X
glen carbon,IL,11567,38.7483333,-89.9830556,,,X,,X
chesterton,IN,11563,41.6105556,-87.0641667,,,X,,X
munhall,PA,11561,40.3922222,-79.9002778,,,X,,X
abbeville,LA,11558,29.9744444,-92.1341667,,,X,,X
freehold,NJ,11558,40.26,-74.2741667,,,X,,X
federal heights,CO,11551,39.8513889,-104.9980556,,,X,,X
cloquet,MN,11548,46.7216667,-92.4591667,,,X,,X
pinehurst,NC,11523,35.1952778,-79.4697222,,,X,,X
fulton,NY,11513,43.3227778,-76.4175,,,X,,X
kilgore,TX,11509,32.3861111,-94.8755556,,,X,,X
havre de grace,MD,11505,39.5491667,-76.0919444,,,X,,X
northlake,IL,11497,41.9172222,-87.8955556,,,X,,X
rehoboth,MA,11486,41.8402778,-71.25,,,X,,X
rochester,MI,11485,42.6805556,-83.1338889,,,X,,X
hayden,ID,11481,47.7661111,-116.7855556,,,X,,X
clermont,FL,11473,28.5491667,-81.7730556,,,X,,X
herrin,IL,11472,37.8030556,-89.0275,,,X,,X
schiller park,IL,11471,41.9558333,-87.8708333,,,X,,X
wallington,NJ,11469,40.8530556,-74.1141667,,,X,,X
yeadon,PA,11469,39.9388889,-75.2558333,,,X,,X
arkansas city,KS,11464,37.0619444,-97.0380556,,,X,,X
plover,WI,11464,44.4563889,-89.5438889,,,X,,X
tarrytown,NY,11460,41.0761111,-73.8591667,,,X,,X
glen rock,NJ,11459,40.9627778,-74.1333333,,,X,,X
ogdensburg,NY,11455,44.6941667,-75.4866667,,,X,,X
new baltimore,MI,11453,42.6811111,-82.7369444,,,X,,X
south lyon,MI,11450,42.4605556,-83.6516667,,,X,,X
springfield,VT,11446,43.2983333,-72.4827778,,,X,,X
franklin lakes,NJ,11445,41.0166667,-74.2061111,,,X,,X
pennsville,NJ,11438,39.6533333,-75.5169444,,,X,,X
north berwick,ME,11436,43.3036111,-70.7338889,,,X,,X
suwanee,GA,11434,34.0513889,-84.0713889,,,X,,X
king city,CA,11431,36.2127778,-121.125,,,X,,X
coatesville,PA,11430,39.9830556,-75.8241667,,,X,,X
tuskegee,AL,11423,32.4238889,-85.6916667,,,X,,X
excelsior springs,MO,11422,39.3391667,-94.2258333,,,X,,X
mooresville,IN,11417,39.6127778,-86.3741667,,,X,,X
salem,WI,11416,42.5547222,-88.1108333,,,X,,X
burlington,WI,11414,42.6780556,-88.2761111,,,X,,X
college,AK,11413,64.8569444,-147.8027778,,,X,,X
kingsburg,CA,11413,36.5138889,-119.5530556,,,X,,X
cordele,GA,11411,31.9633333,-83.7825,,,X,,X
kingsland,GA,11410,30.7997222,-81.69,,,X,,X
kuna,ID,11410,43.4919444,-116.4191667,,,X,,X
pompton lakes,NJ,11405,41.0052778,-74.2911111,,,X,,X
hobe sound,FL,11403,27.0591667,-80.1366667,,,X,,X
williamsburg,VA,11400,37.2705556,-76.7077778,,,X,,X
west paterson,NJ,11380,40.8897222,-74.1952778,,,X,,X
gloucester city,NJ,11377,39.8916667,-75.1166667,,,X,,X
middle valley,TN,11373,35.1958333,-85.1847222,,,X,,X
garden city,ID,11366,43.6222222,-116.2372222,,,X,,X
walker mill,MD,11364,38.8752778,-76.8886111,,,X,,X
grosse ile,MI,11361,42.1291667,-83.1444444,,,X,,X
healdsburg,CA,11360,38.6105556,-122.8680556,,,X,,X
green river,WY,11358,41.5286111,-109.4655556,,,X,,X
galion,OH,11349,40.7336111,-82.79,,,X,,X
lilburn,GA,11347,33.89,-84.1430556,,,X,,X
oxford,CT,11345,41.4338889,-73.1172222,,,X,,X
villa rica,GA,11328,33.7319444,-84.9191667,,,X,,X
ravenna,OH,11327,41.1575,-81.2422222,,,X,,X
hull,MA,11324,42.3019444,-70.9083333,,,X,,X
manassas park,VA,11323,38.7838889,-77.47,,,X,,X
citrus,CA,11308,34.115,-117.8908333,,,X,,X
pine hill,NJ,11306,39.7841667,-74.9925,,,X,,X
north valley,NM,11305,35.1733333,-106.6227778,,,X,,X
sedona,AZ,11299,34.8697222,-111.7602778,,,X,,X
corozal,PR,11297,18.3430556,-66.3172222,,,X,,X
crestwood,IL,11296,41.6611111,-87.7525,,,X,,X
somers,CT,11291,41.9852778,-72.4466667,,,X,,X
hudson,WI,11288,44.9747222,-92.7566667,,,X,,X
mountain home,ID,11287,43.1330556,-115.6902778,,,X,,X
irmo,SC,11286,34.0858333,-81.1833333,,,X,,X
warren,RI,11280,41.7302778,-71.2830556,,,X,,X
worthington,MN,11274,43.62,-95.5961111,,,X,,X
washington,IN,11271,38.6591667,-87.1727778,,,X,,X
evanston,WY,11258,41.2683333,-110.9625,,,X,,X
fernandina beach,FL,11257,30.6694444,-81.4627778,,,X,,X
wrentham,MA,11251,42.0666667,-71.3286111,,,X,,X
crestline,CA,11250,34.2419444,-117.2847222,,,X,,X
dobbs ferry,NY,11249,41.0144444,-73.8730556,,,X,,X
river forest,IL,11238,41.8977778,-87.8138889,,,X,,X
lighthouse point,FL,11237,26.2752778,-80.0875,,,X,,X
perry,GA,11234,32.4580556,-83.7316667,,,X,,X
bellmawr,NJ,11234,39.8675,-75.095,,,X,,X
parsons,KS,11227,37.3402778,-95.2608333,,,X,,X
hanover,NH,11222,43.7022222,-72.29,,,X,,X
cedarburg,WI,11220,43.2966667,-87.9875,,,X,,X
endwell,NY,11219,42.1127778,-76.0213889,,,X,,X
hamptons at boca raton,FL,11218,26.3822222,-80.1861111,,,X,,X
vidor,TX,11213,30.1313889,-94.0152778,,,X,,X
north smithfield,RI,11212,41.9666667,-71.55,,,X,,X
ironton,OH,11209,38.5366667,-82.6830556,,,X,,X
smithfield,NC,11208,35.5083333,-78.3397222,,,X,,X
emmaus,PA,11206,40.5394444,-75.4972222,,,X,,X
spencer,IA,11203,43.1413889,-95.1441667,,,X,,X
indianola,MS,11201,33.4508333,-90.655,,,X,,X
taylorville,IL,11197,39.5488889,-89.2944444,,,X,,X
mendota heights,MN,11195,44.8836111,-93.1380556,,,X,,X
superior,CO,11186,39.9527778,-105.1680556,,,X,,X
marinette,WI,11171,45.1,-87.6305556,,,X,,X
zionsville,IN,11170,39.9508333,-86.2619444,,,X,,X
leeds,AL,11167,33.5480556,-86.5444444,,,X,,X
dudley,MA,11165,42.045,-71.9305556,,,X,,X
fortuna,CA,11162,40.5983333,-124.1561111,,,X,,X
clayton,CA,11161,37.9411111,-121.9347222,,,X,,X
rio linda,CA,11128,38.6911111,-121.4475,,,X,,X
wabash,IN,11124,40.7977778,-85.8205556,,,X,,X
scotts valley,CA,11120,37.0511111,-122.0136111,,,X,,X
oskaloosa,IA,11104,41.2963889,-92.6441667,,,X,,X
topsham,ME,11100,43.9275,-69.9763889,,,X,,X
sierra madre,CA,11090,34.1616667,-118.0519444,,,X,,X
guttenberg,NJ,11086,40.7919444,-74.0041667,,,X,,X
brooklyn park,MD,11083,39.2283333,-76.6166667,,,X,,X
sturgis,MI,11081,41.7991667,-85.4191667,,,X,,X
struthers,OH,11079,41.0525,-80.6080556,,,X,,X
aliquippa,PA,11074,40.6366667,-80.2402778,,,X,,X
leicester,MA,11064,42.2458333,-71.9091667,,,X,,X
arkadelphia,AR,11062,34.1208333,-93.0536111,,,X,,X
broomall,PA,11058,39.9813889,-75.3569444,,,X,,X
west plains,MO,11050,36.7280556,-91.8522222,,,X,,X
brooklyn,OH,11037,41.4397222,-81.7355556,,,X,,X
portales,NM,11035,34.1861111,-103.3338889,,,X,,X
port washington,WI,11030,43.3872222,-87.8755556,,,X,,X
huron,SD,11026,44.3633333,-98.2138889,,,X,,X
plymouth,IN,11024,41.3436111,-86.3097222,,,X,,X
holt,MI,11023,42.6405556,-84.5152778,,,X,,X
eloy,AZ,11019,32.7558333,-111.5541667,,,X,,X
bedford heights,OH,11013,41.4169444,-81.5275,,,X,,X
culpeper,VA,11009,38.4730556,-77.9969444,,,X,,X
seagoville,TX,11007,32.6394444,-96.5380556,,,X,,X
vermilion,OH,11006,41.4219444,-82.3647222,,,X,,X
westwood,NJ,11002,40.9911111,-74.0330556,,,X,,X
trenton,OH,11000,39.4808333,-84.4577778,,,X,,X
loveland,OH,10993,39.2688889,-84.2638889,,,X,,X
saint albans,WV,10990,38.3855556,-81.8363889,,,X,,X
pontiac,IL,10982,40.8808333,-88.6297222,,,X,,X
suffern,NY,10972,41.1147222,-74.15,,,X,,X
wood river,IL,10971,38.8611111,-90.0975,,,X,,X
river edge,NJ,10970,40.9286111,-74.0402778,,,X,,X
fort morgan,CO,10969,40.2502778,-103.7994444,,,X,,X
ontario,OR,10969,44.0266667,-116.9619444,,,X,,X
timberlake,VA,10961,37.3205556,-79.2577778,,,X,,X
oneida,NY,10945,43.0925,-75.6516667,,,X,,X
bluefield,VA,10945,37.2525,-81.2713889,,,X,,X
bluefield,WV,10945,37.2697222,-81.2225,,,X,,X
lawrenceburg,TN,10943,35.2422222,-87.3347222,,,X,,X
fort stewart,GA,10941,31.8625,-81.5177778,,,X,,X
burr ridge,IL,10938,41.7488889,-87.9183333,,,X,,X
ridgefield,NJ,10932,40.8341667,-74.0091667,,,X,,X
fredericksburg,TX,10927,30.275,-98.8716667,,,X,,X
kennett,MO,10926,36.2361111,-90.0555556,,,X,,X
lake city,FL,10924,30.1894444,-82.6394444,,,X,,X
mount dora,FL,10924,28.8022222,-81.6447222,,,X,,X
henderson,TX,10921,32.1530556,-94.7991667,,,X,,X
vienna,WV,10909,39.3269444,-81.5486111,,,X,,X
baraboo,WI,10907,43.4711111,-89.7441667,,,X,,X
beachwood,NJ,10899,39.9388889,-74.1933333,,,X,,X
benton harbor,MI,10893,42.1166667,-86.4541667,,,X,,X
massena,NY,10892,44.9280556,-74.8922222,,,X,,X
richfield,WI,10892,43.2561111,-88.1938889,,,X,,X
oil city,PA,10891,41.4338889,-79.7066667,,,X,,X
neosho,MO,10890,36.8688889,-94.3677778,,,X,,X
douglas,GA,10877,31.5086111,-82.85,,,X,,X
holbrook,MA,10876,42.155,-71.0091667,,,X,,X
monticello,MN,10871,45.3055556,-93.7938889,,,X,,X
coldwater,MI,10864,41.9402778,-85.0005556,,,X,,X
buford,GA,10860,34.1205556,-84.0044444,,,X,,X
enumclaw,WA,10857,47.2044444,-121.9902778,,,X,,X
acushnet,MA,10850,41.6805556,-70.9083333,,,X,,X
lakeside,VA,10847,37.6075,-77.4772222,,,X,,X
lansing,KS,10846,39.2486111,-94.9,,,X,,X
lincoln park,NJ,10845,40.9241667,-74.3025,,,X,,X
cabo rojo,PR,10840,18.0886111,-67.1461111,,,X,,X
hartford,VT,10834,43.6605556,-72.3388889,,,X,,X
elwood,NY,10830,40.8452778,-73.3355556,,,X,,X
east stroudsburg,PA,10828,40.9994444,-75.1816667,,,X,,X
campbellsville,KY,10821,37.3433333,-85.3419444,,,X,,X
town and country,MO,10818,38.6122222,-90.4633333,,,X,,X
lynden,WA,10816,48.9466667,-122.4508333,,,X,,X
blackfoot,ID,10810,43.1905556,-112.3441667,,,X,,X
lindsay,CA,10806,36.2030556,-119.0872222,,,X,,X
mount holly,NJ,10804,39.9927778,-74.7880556,,,X,,X
clute,TX,10800,29.0244444,-95.3986111,,,X,,X
little ferry,NJ,10790,40.8527778,-74.0425,,,X,,X
mexico,MO,10788,39.1697222,-91.8827778,,,X,,X
lakeville,MA,10787,41.8458333,-70.95,,,X,,X
northbrook,OH,10786,39.2463889,-84.5836111,,,X,,X
bonham,TX,10782,33.5772222,-96.1780556,,,X,,X
pell city,AL,10773,33.5861111,-86.2861111,,,X,,X
ecorse,MI,10773,42.2444444,-83.1458333,,,X,,X
el campo,TX,10760,29.1963889,-96.2694444,,,X,,X
merriam,KS,10759,39.0236111,-94.6933333,,,X,,X
richmond heights,OH,10753,41.5527778,-81.5102778,,,X,,X
vidalia,GA,10743,32.2175,-82.4136111,,,X,,X
worth,IL,10741,41.6897222,-87.7972222,,,X,,X
coral hills,MD,10740,38.8702778,-76.9213889,,,X,,X
garden city,GA,10738,32.1141667,-81.1541667,,,X,,X
palatka,FL,10737,29.6483333,-81.6377778,,,X,,X
lansdowne,PA,10736,39.9380556,-75.2722222,,,X,,X
brownsville,TN,10735,35.5938889,-89.2622222,,,X,,X
fort madison,IA,10733,40.6297222,-91.315,,,X,,X
union city,TN,10732,36.4241667,-89.0569444,,,X,,X
falmouth,ME,10731,43.7294444,-70.2425,,,X,,X
big rapids,MI,10731,43.6980556,-85.4836111,,,X,,X
alpena,MI,10718,45.0616667,-83.4327778,,,X,,X
santa fe,TX,10716,29.3777778,-95.1055556,,,X,,X
lake grove,NY,10715,40.8527778,-73.1155556,,,X,,X
cambridge,MD,10699,38.5630556,-76.0791667,,,X,,X
little chute,WI,10698,44.28,-88.3183333,,,X,,X
lewisburg,TN,10693,35.4491667,-86.7888889,,,X,,X
little falls,NJ,10688,40.8688889,-74.2086111,,,X,,X
sweetwater,TX,10688,32.4708333,-100.4055556,,,X,,X
anderson,CA,10684,40.4483333,-122.2966667,,,X,,X
storrs,CT,10684,41.8083333,-72.25,,,X,,X
cottonwood,AZ,10681,34.7391667,-112.0091667,,,X,,X
shiloh,IL,10671,38.5613889,-89.8972222,,,X,,X
maryville,MO,10670,40.3461111,-94.8722222,,,X,,X
bellefontaine neighbors,MO,10668,38.7402778,-90.2263889,,,X,,X
lyons,IL,10667,41.8133333,-87.8180556,,,X,,X
terryville,NY,10656,40.9088889,-73.0655556,,,X,,X
rossmoor,CA,10651,33.7855556,-118.0841667,,,X,,X
picayune,MS,10650,30.5252778,-89.6794444,,,X,,X
verona,WI,10649,42.9908333,-89.5330556,,,X,,X
kerman,CA,10647,36.7236111,-120.0588889,,,X,,X
fort carson,CO,10645,38.7375,-104.7883333,,,X,,X
keokuk,IA,10645,40.3972222,-91.3847222,,,X,,X
grand haven,MI,10644,43.0630556,-86.2283333,,,X,,X
kings mountain,NC,10638,35.245,-81.3413889,,,X,,X
portland,TN,10638,36.5816667,-86.5163889,,,X,,X
keansburg,NJ,10631,40.4416667,-74.1302778,,,X,,X
yarmouth,ME,10630,43.8005556,-70.1872222,,,X,,X
burkburnett,TX,10629,34.0977778,-98.5702778,,,X,,X
old saybrook,CT,10627,41.2916667,-72.3766667,,,X,,X
piedmont,CA,10619,37.8244444,-122.2305556,,,X,,X
shasta lake,CA,10611,40.6805556,-122.3697222,,,X,,X
monroe,WI,10608,42.6011111,-89.6383333,,,X,,X
macedonia,OH,10606,41.3136111,-81.5086111,,,X,,X
sedro-woolley,WA,10605,48.5038889,-122.2361111,,,X,,X
jefferson,LA,10604,29.9658333,-90.1530556,,,X,,X
greensburg,IN,10601,39.3372222,-85.4836111,,,X,,X
tarboro,NC,10601,35.8966667,-77.5361111,,,X,,X
snyder,TX,10600,32.7177778,-100.9172222,,,X,,X
shelbyville,KY,10596,38.2119444,-85.2236111,,,X,,X
sauk village,IL,10591,41.4883333,-87.5675,,,X,,X
cornelius,OR,10589,45.52,-123.0586111,,,X,,X
saint peter,MN,10584,44.3236111,-93.9577778,,,X,,X
norwell,MA,10581,42.1616667,-70.7944444,,,X,,X
signal hill,CA,10576,33.8044444,-118.1669444,,,X,,X
bardstown,KY,10576,37.8091667,-85.4669444,,,X,,X
fairmont,MN,10576,43.6522222,-94.4608333,,,X,,X
north versailles,PA,10571,40.3797222,-79.8097222,,,X,,X
jennings,LA,10547,30.2222222,-92.6569444,,,X,,X
vernon,TX,10541,34.1544444,-99.2647222,,,X,,X
ammon,ID,10530,43.4697222,-111.9658333,,,X,,X
choctaw,OK,10530,35.4975,-97.2686111,,,X,,X
newberry,SC,10526,34.2744444,-81.6188889,,,X,,X
garden acres,CA,10523,37.9638889,-121.2283333,,,X,,X
elk city,OK,10522,35.4119444,-99.4038889,,,X,,X
parker,SC,10521,34.8505556,-82.4536111,,,X,,X
wanaque,NJ,10512,41.0380556,-74.2944444,,,X,,X
guymon,OK,10509,36.6827778,-101.4811111,,,X,,X
azle,TX,10504,32.895,-97.5455556,,,X,,X
webb city,MO,10503,37.1463889,-94.4627778,,,X,,X
artesia,NM,10500,32.8422222,-104.4027778,,,X,,X
melvindale,MI,10492,42.2825,-83.1752778,,,X,,X
fox lake,IL,10486,42.3966667,-88.1836111,,,X,,X
waupun,WI,10480,43.6333333,-88.7294444,,,X,,X
doctor phillips,FL,10478,28.4491667,-81.4925,,,X,,X
woodbury,NJ,10462,39.8380556,-75.1530556,,,X,,X
van wert,OH,10457,40.8694444,-84.5841667,,,X,,X
girard,OH,10456,41.1538889,-80.7016667,,,X,,X
chubbuck,ID,10455,42.9208333,-112.4652778,,,X,,X
corning,NY,10451,42.1427778,-77.055,,,X,,X
pleasant grove,AL,10440,33.4908333,-86.9702778,,,X,,X
fredonia,NY,10440,42.44,-79.3319444,,,X,,X
republic,MO,10423,37.12,-93.48,,,X,,X
erie,CO,10403,40.0502778,-105.0494444,,,X,,X
saint john,IN,10391,41.45,-87.47,,,X,,X
north branch,MN,10389,45.5113889,-92.98,,,X,,X
westwego,LA,10386,29.9058333,-90.1422222,,,X,,X
norfolk,MA,10386,42.1194444,-71.3255556,,,X,,X
hope,AR,10382,33.6669444,-93.5913889,,,X,,X
east grand rapids,MI,10380,42.9411111,-85.61,,,X,,X
lyndon,KY,10376,38.2566667,-85.6016667,,,X,,X
hillsborough,CA,10374,37.5741667,-122.3783333,,,X,,X
berwick,PA,10373,41.0544444,-76.2336111,,,X,,X
waunakee,WI,10366,43.1919444,-89.4555556,,,X,,X
kapaa,HI,10365,22.0783333,-159.3219444,,,X,,X
groton,CT,10363,41.35,-72.0788889,,,X,,X
manville,NJ,10357,40.5408333,-74.5880556,,,X,,X
west haverstraw,NY,10356,41.2094444,-73.9858333,,,X,,X
hidalgo,TX,10343,26.1,-98.2627778,,,X,,X
falls church,VA,10340,38.8822222,-77.1713889,,,X,,X
reading,OH,10317,39.2236111,-84.4422222,,,X,,X
summit,IL,10312,41.7880556,-87.8102778,,,X,,X
marlton,NJ,10307,39.8911111,-74.9222222,,,X,,X
magnolia,AR,10300,33.2669444,-93.2391667,,,X,,X
camp verde,AZ,10298,34.5636111,-111.8536111,,,X,,X
suamico,WI,10297,44.6319444,-88.0391667,,,X,,X
cheney,WA,10292,47.4875,-117.5747222,,,X,,X
merrydale,LA,10290,30.5011111,-91.1083333,,,X,,X
celina,OH,10282,40.5488889,-84.5702778,,,X,,X
lincolnton,NC,10279,35.4736111,-81.2547222,,,X,,X
river grove,IL,10278,41.9258333,-87.8358333,,,X,,X
guthrie,OK,10277,35.8788889,-97.425,,,X,,X
maynard,MA,10275,42.4333333,-71.45,,,X,,X
hurricane,UT,10275,37.1752778,-113.2891667,,,X,,X
placerville,CA,10274,38.7297222,-120.7975,,,X,,X
wauconda,IL,10269,42.2588889,-88.1391667,,,X,,X
imperial,CA,10268,32.8475,-115.5686111,,,X,,X
east rockaway,NY,10268,40.6419444,-73.67,,,X,,X
nanticoke,PA,10265,41.2052778,-76.0052778,,,X,,X
cadillac,MI,10258,44.2519444,-85.4011111,,,X,,X
galena park,TX,10252,29.7333333,-95.23,,,X,,X
morro bay,CA,10242,35.3658333,-120.8488889,,,X,,X
raymond,NH,10241,43.0361111,-71.1838889,,,X,,X
forest acres,SC,10236,34.0191667,-80.99,,,X,,X
washougal,WA,10234,45.5827778,-122.3522222,,,X,,X
alexandria,MN,10226,45.8852778,-95.3772222,,,X,,X
steger,IL,10209,41.47,-87.6363889,,,X,,X
martin,TN,10209,36.3433333,-88.8502778,,,X,,X
festus,MO,10205,38.2205556,-90.3958333,,,X,,X
live oak,TX,10193,29.565,-98.3361111,,,X,,X
jeannette,PA,10185,40.3280556,-79.6155556,,,X,,X
merrill,WI,10184,45.1805556,-89.6833333,,,X,,X
pooler,GA,10175,32.1152778,-81.2472222,,,X,,X
lexington,NE,10169,40.7808333,-99.7411111,,,X,,X
quartz hill,CA,10167,34.6452778,-118.2172222,,,X,,X
crossville,TN,10166,35.9488889,-85.0269444,,,X,,X
wells,ME,10162,43.3219444,-70.5813889,,,X,,X
barrington,IL,10157,42.1538889,-88.1361111,,,X,,X
mayfield,KY,10153,36.7416667,-88.6366667,,,X,,X
sussex,WI,10152,43.1338889,-88.2219444,,,X,,X
coffeyville,KS,10150,37.0372222,-95.6161111,,,X,,X
cross lanes,WV,10133,38.4202778,-81.7908333,,,X,,X
woodinville,WA,10126,47.7544444,-122.1622222,,,X,,X
hugo,MN,10125,45.16,-92.9930556,,,X,,X
key biscayne,FL,10122,25.6933333,-80.1630556,,,X,,X
columbia,PA,10121,40.0336111,-76.5047222,,,X,,X
jacinto city,TX,10121,29.7672222,-95.2336111,,,X,,X
haverstraw,NY,10114,41.1975,-73.965,,,X,,X
la riviera,CA,10104,38.5669444,-121.3558333,,,X,,X
bound brook,NJ,10102,40.5683333,-74.5388889,,,X,,X
cape canaveral,FL,10101,28.4055556,-80.605,,,X,,X
ferndale,WA,10098,48.8466667,-122.5897222,,,X,,X
portage,WI,10098,43.5391667,-89.4625,,,X,,X
greencastle,IN,10092,39.6444444,-86.8647222,,,X,,X
fairmount,NY,10086,43.0472222,-76.2388889,,,X,,X
sunbury,PA,10084,40.8625,-76.7947222,,,X,,X
tomball,TX,10080,30.0969444,-95.6158333,,,X,,X
exeter,CA,10078,36.2961111,-119.1411111,,,X,,X
totowa,NJ,10078,40.905,-74.2102778,,,X,,X
hillsdale,NJ,10075,41.0025,-74.0408333,,,X,,X
atchison,KS,10068,39.5630556,-95.1213889,,,X,,X
highland,UT,10066,40.45,-111.7694444,,,X,,X
saint pete beach,FL,10065,27.725,-82.7413889,,,X,,X
